Rank,Date,Game PK,Game Time UTC,Game Status,Venue,Matchup,Home/Away,Player ID,Player,Team,Opponent,Position,Bats,Confirmed Lineup,Lineup Spot,G,PA,AB,H,2B,3B,HR,R,RBI,BB,HBP,SO,AVG,OBP,SLG,OPS,L14 G,L14 PA,L14 AB,L14 H,L14 HR,L14 AVG,L14 HR/PA,L30 G,L30 PA,L30 AB,L30 H,L30 HR,L30 AVG,L30 HR/PA,Statcast BBE,L30 Statcast BBE,Barrel %,Hard Hit %,Pull %,Center %,Oppo %,Fly Ball %,Air Ball %,Pull Air %,Sweet Spot %,HR Launch %,Ideal HR Contact %,Ideal Contact %,HR/Barrel %,Avg Exit Velocity,Avg Launch Angle,xSLG on Contact,Avg Bat Speed,EV50,Max Exit Velocity,Fast Swing Rate %,Squared-Up Rate %,Blast Rate %,Ideal Attack Angle %,Power DNA Score,Power DNA Label,Power DNA Stars,Power Archetype,Swing Plane Grade,Swing Plane Label,Power Profile Score,Power Profile Label,Power Profile Multiplier,Power Profile Data Quality,L30 Barrel %,L30 Pull Air %,L30 EV50,L30 xSLG on Contact,Fast Swing Source,Squared-Up Source,Blast Source,Ideal Attack Angle Source,Estimated xHR,xHR Minus Actual HR,HR Regression Label,AI Power Outlook,Raw HR/PA,Bayesian HR/PA,Expected PA,AB Since Last HR,Games Since Last HR,AB/HR,Due Ratio,Due Meter Pct,Due Label,Opposing SP ID,Opposing SP,Opposing SP Throws,Platoon,SP G,SP GS,SP IP,SP ERA,SP WHIP,SP HR,SP HR/9,SP K/9,SP BB/9,SP Statcast BBE,SP Barrel % Allowed,SP Hard Hit % Allowed,SP Fly Ball % Allowed,SP Pull Air % Allowed,SP Sweet Spot % Allowed,SP Avg EV Allowed,SP EV50 Allowed,SP Max EV Allowed,SP xSLG on Contact Allowed,SP Statcast HR Allowed,Pitch Type Matchup Score,Pitch Mix Coverage %,Weighted xSLG vs Pitch Mix,Weighted Barrel % vs Pitch Mix,Primary Pitch Matchup,Weather Condition,Temperature F,Wind,Wind MPH,Roof Closed,Park HR Factor,Park Multiplier,Weather Multiplier,Environment Score,Pitch Fit Multiplier,Pitcher Contact Multiplier,Hitter Power Component,Pitcher Vulnerability Component,Pitch Type Component,Recent Power Component,Environment Component,Lineup Component,HR Target Score,Recent Form Multiplier,Pitcher HR Multiplier,Platoon Multiplier,Legacy OPS/SLG Multiplier,Statcast Power Multiplier,Power Multiplier,Due Multiplier,Baseline HR Probability %,HR Probability %,Model Confidence %,HR Model Score,Grade,Data Quality
35,2026-08-03,824160,2026-08-04T00:10:00Z,Scheduled,Daikin Park,Toronto Blue Jays @ Houston Astros,Away,678218,Brandon Valenzuela,Toronto Blue Jays,Houston Astros,C,S,No,,64,207,184,44,6,0,8,21,21,21,0,53,0.239,0.316,0.402,0.718,5,16,15,4,0,0.267,0.0,10,32,31,8,1,0.258,0.0312,12,12,0.0,16.7,83.3,16.7,0.0,0.0,25.0,66.7,25.0,0.0,0.0,0.0,,81.0,0.5,0.669,71.1,92.9,108.0,0.0,8.3,0.0,66.7,35.4,Below Average,2.5,Pull Power,D,Ground-ball heavy,35.4,Below Average,0.959,Small Statcast sample,0.0,66.7,92.9,0.669,Derived proxy,Derived proxy,Derived proxy,Derived proxy,0.18,-7.82,Strong negative regression,Below Average Pull Power profile. 0.0% barrel rate; 81.0 mph average exit velocity; 25.0% air-ball rate; 66.7% pull-air rate; 0.0% HR-launch rate.,0.0386,0.0362,4.05,18,6,23.0,0.78,78.3,Recently homered,664299,Cristian Javier,R,Switch vs RHP,8,4,21.1,7.17,1.83,3,1.27,8.86,6.33,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,35.4,50.0,50.0,39.8,50.0,45.0,43.5,0.832,1.008,1.035,1.0,0.959,0.959,1.0,13.87,11.67,69.3,29.5,F,Lineup unconfirmed
36,2026-08-03,823757,2026-08-03T23:40:00Z,Scheduled,American Family Field,Pittsburgh Pirates @ Milwaukee Brewers,Away,687462,Spencer Horwitz,Pittsburgh Pirates,Milwaukee Brewers,1B,L,No,,75,299,250,69,11,1,10,36,33,40,5,42,0.276,0.381,0.448,0.829,1,4,4,0,0,0.0,0.0,1,4,4,0,0,0.0,0.0,8,8,0.0,0.0,100.0,0.0,0.0,12.5,12.5,100.0,0.0,0.0,0.0,0.0,,77.4,26.4,0.15,63.4,84.2,92.3,0.0,0.0,0.0,66.7,36.2,Below Average,2.5,Pull Power,A-,Elevated power plane,36.2,Below Average,0.961,Small Statcast sample,0.0,100.0,84.2,0.15,Derived proxy,Derived proxy,Derived proxy,Derived proxy,0.18,-9.82,Strong negative regression,Below Average Pull Power profile. 0.0% barrel rate; 77.3 mph average exit velocity; 12.5% air-ball rate; 100.0% pull-air rate; 0.0% HR-launch rate.,0.0334,0.033,4.23,15,4,25.0,0.6,60.0,Recently homered,687075,Brandon Sproat,R,LHB vs RHP,20,18,92.2,5.05,1.39,17,1.65,9.32,4.47,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,36.2,50.0,50.0,30.0,50.0,45.0,43.1,1.0,1.088,1.025,1.0,0.961,0.961,1.0,13.24,14.15,73.7,35.6,D,Lineup unconfirmed; Limited recent games
37,2026-08-03,823520,2026-08-03T23:05:00Z,Pre-Game,Yankee Stadium,St. Louis Cardinals @ New York Yankees,Away,676369,Nelson Velázquez,St. Louis Cardinals,New York Yankees,LF,R,No,,33,79,70,15,3,0,4,10,12,7,1,23,0.214,0.291,0.429,0.72,8,11,10,1,0,0.1,0.0,15,29,28,3,1,0.107,0.0345,1,1,0.0,100.0,100.0,0.0,0.0,0.0,100.0,100.0,100.0,0.0,0.0,0.0,,95.4,13.0,1.16,77.1,95.4,95.4,100.0,100.0,100.0,0.0,50.5,Average,3.0,Pure Power,A,Excellent HR swing plane,50.5,Average,1.001,Small Statcast sample,0.0,100.0,95.4,1.16,Derived proxy,Derived proxy,Derived proxy,Derived proxy,0.03,-3.97,Negative regression,Average Pure Power profile. 0.0% barrel rate; 95.4 mph average exit velocity; 100.0% air-ball rate; 100.0% pull-air rate; 0.0% HR-launch rate.,0.0506,0.0394,4.05,18,11,17.5,1.03,102.9,Near normal interval,693645,Cam Schlittler,R,RHB vs RHP,23,23,136.2,2.04,0.91,12,0.79,10.87,1.71,31.0,6.5,22.6,16.1,14.3,29.0,85.8,94.7,115.9,0.372,0.0,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.0,0.99,50.5,19.7,50.0,44.8,64.4,45.0,42.6,0.978,0.95,0.985,1.0,1.001,1.001,1.0,15.02,14.73,60.0,34.3,D,Small season sample; Lineup unconfirmed
38,2026-08-03,823431,2026-08-03T22:40:00Z,Pre-Game,Citizens Bank Park,Washington Nationals @ Philadelphia Phillies,Home,624641,Edmundo Sosa,Philadelphia Phillies,Washington Nationals,LF,R,Yes,7.0,60,188,173,36,5,1,5,18,25,5,4,39,0.208,0.243,0.335,0.578,6,21,21,2,0,0.095,0.0,12,43,38,6,0,0.158,0.0,9,9,0.0,22.2,16.7,50.0,33.3,11.1,33.3,33.3,22.2,0.0,0.0,0.0,,79.6,27.8,0.339,69.7,91.4,106.0,5.9,11.1,0.0,52.9,33.2,Weak,2.5,Contact-First Profile,A-,Elevated power plane,33.2,Weak,0.953,Small Statcast sample,0.0,33.3,91.4,0.339,Derived proxy,Derived proxy,Derived proxy,Derived proxy,0.07,-4.93,Strong negative regression,Weak Contact-First Profile profile. 0.0% barrel rate; 79.6 mph average exit velocity; 33.3% air-ball rate; 33.3% pull-air rate; 0.0% HR-launch rate.,0.0266,0.0287,4.02,47,15,34.6,1.36,135.8,Above normal drought,674841,Andrew Alvarez,L,RHB vs LHP,15,7,57.2,4.06,1.51,2,0.31,9.05,4.37,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,1.0,1.0,33.2,50.0,50.0,19.3,64.4,56.0,42.4,0.758,0.897,1.025,0.94,0.953,0.896,1.035,11.05,7.81,80.9,26.6,F,Good
39,2026-08-03,823520,2026-08-03T23:05:00Z,Pre-Game,Yankee Stadium,St. Louis Cardinals @ New York Yankees,Home,691176,Jasson Domínguez,New York Yankees,St. Louis Cardinals,RF,S,No,,52,208,196,45,12,0,6,21,14,9,2,44,0.23,0.271,0.383,0.654,12,52,48,11,1,0.229,0.0192,24,99,93,22,2,0.237,0.0202,33,33,6.1,30.3,50.0,31.2,18.8,9.1,18.2,83.3,30.3,6.1,3.0,6.1,0.0,81.5,24.6,0.474,73.7,96.0,110.2,34.1,15.2,9.1,50.0,38.3,Below Average,2.5,Pull Power,A-,Elevated power plane,38.3,Below Average,0.967,Good,6.1,83.3,96.0,0.474,Derived proxy,Derived proxy,Derived proxy,Derived proxy,1.99,-4.01,Strong negative regression,Below Average Pull Power profile. 6.1% barrel rate; 81.5 mph average exit velocity; 18.2% air-ball rate; 83.3% pull-air rate; 6.1% HR-launch rate.,0.0288,0.03,3.93,33,8,32.7,1.01,101.0,Near normal interval,700241,Michael McGreevy,R,Switch vs RHP,21,21,116.0,3.57,1.2,15,1.16,5.9,2.25,25.0,12.0,28.0,12.0,33.3,56.0,80.2,94.8,106.7,0.716,0.0,3.1,55.0,0.281,1.5,Curveball,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.92,1.045,38.3,61.7,3.1,55.1,64.4,45.0,42.2,0.862,1.01,1.035,1.0,0.967,0.967,1.0,11.28,10.25,74.8,28.1,F,Lineup unconfirmed
40,2026-08-03,824160,2026-08-04T00:10:00Z,Scheduled,Daikin Park,Toronto Blue Jays @ Houston Astros,Away,649966,Luis Urías,Toronto Blue Jays,Houston Astros,2B,R,No,,24,55,48,12,2,0,3,4,8,6,0,9,0.25,0.327,0.479,0.806,10,23,19,4,1,0.211,0.0435,15,36,32,6,2,0.188,0.0556,16,16,0.0,18.8,66.7,22.2,11.1,12.5,31.2,40.0,56.2,6.2,0.0,6.2,,79.1,10.1,0.512,69.9,93.8,104.6,40.9,12.5,9.1,63.6,33.7,Weak,2.5,Contact-First Profile,A,Excellent HR swing plane,33.7,Weak,0.954,Small Statcast sample,0.0,40.0,93.8,0.512,Derived proxy,Derived proxy,Derived proxy,Derived proxy,0.25,-2.75,Negative regression,Weak Contact-First Profile profile. 0.0% barrel rate; 79.1 mph average exit velocity; 31.2% air-ball rate; 40.0% pull-air rate; 6.2% HR-launch rate.,0.0545,0.0391,4.15,10,5,16.0,0.62,62.5,Recently homered,664299,Cristian Javier,R,RHB vs RHP,8,4,21.1,7.17,1.83,3,1.27,8.86,6.33,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,33.7,50.0,50.0,30.4,50.0,45.0,42.1,1.101,1.008,0.985,1.0,0.954,0.954,1.0,15.25,15.86,58.8,36.0,D+,Small season sample; Lineup unconfirmed
41,2026-08-03,824647,2026-08-04T00:05:00Z,Scheduled,Wrigley Field,Los Angeles Dodgers @ Chicago Cubs,Away,571970,Max Muncy,Los Angeles Dodgers,Chicago Cubs,3B,L,No,,103,390,341,87,16,1,21,61,49,46,3,95,0.255,0.349,0.493,0.842,10,40,37,7,3,0.189,0.075,20,75,66,14,4,0.212,0.0533,27,27,3.7,33.3,64.3,7.1,28.6,14.8,22.2,66.7,25.9,14.8,11.1,14.8,100.0,84.1,20.8,0.606,68.4,96.3,109.9,12.8,18.5,2.1,46.8,41.7,Below Average,2.5,Pull Power,A-,Elevated power plane,41.7,Below Average,0.977,Good,3.7,66.7,96.3,0.606,Derived proxy,Derived proxy,Derived proxy,Derived proxy,1.48,-19.52,Strong negative regression,Below Average Pull Power profile. 3.7% barrel rate; 84.1 mph average exit velocity; 22.2% air-ball rate; 66.7% pull-air rate; 14.8% HR-launch rate.,0.0538,0.0487,4.15,17,5,16.2,1.05,104.7,Near normal interval,571510,Matthew Boyd,L,LHB vs LHP,12,12,66.0,3.41,1.2,6,0.82,8.18,2.59,38.0,7.9,15.8,10.5,62.5,28.9,76.1,88.2,111.3,0.413,0.0,39.8,84.3,0.594,4.7,4-Seam Fastball,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.98,1.004,41.7,39.1,39.8,50.4,50.0,45.0,42.1,1.136,0.958,0.985,1.0,0.977,0.977,1.0,18.72,19.22,83.0,46.6,C-,Lineup unconfirmed
42,2026-08-03,823431,2026-08-03T22:40:00Z,Pre-Game,Citizens Bank Park,Washington Nationals @ Philadelphia Phillies,Away,695734,Daylen Lile,Washington Nationals,Philadelphia Phillies,LF,L,No,,111,461,424,105,22,5,13,56,54,28,5,85,0.248,0.299,0.415,0.714,12,42,39,10,2,0.256,0.0476,23,85,80,16,3,0.2,0.0353,29,29,6.9,24.1,53.3,13.3,33.3,20.7,24.1,42.9,17.2,6.9,6.9,6.9,100.0,82.3,21.5,0.54,72.1,93.8,104.5,32.5,6.9,5.0,67.5,33.0,Weak,2.5,Pull Power,A-,Elevated power plane,33.0,Weak,0.952,Good,6.9,42.9,93.8,0.54,Derived proxy,Derived proxy,Derived proxy,Derived proxy,1.68,-11.32,Strong negative regression,Weak Pull Power profile. 6.9% barrel rate; 82.3 mph average exit velocity; 24.1% air-ball rate; 42.9% pull-air rate; 6.9% HR-launch rate.,0.0282,0.029,4.05,8,3,32.6,0.25,24.5,Very recent HR,605400,Aaron Nola,R,LHB vs RHP,22,22,114.0,5.61,1.45,26,2.05,9.16,3.08,27.0,11.1,37.0,7.4,57.1,33.3,85.3,98.3,112.2,0.535,1.0,9.2,64.4,0.33,2.6,Changeup,Unknown,,Unknown,,No,108.0,1.08,1.0,64.4,0.92,1.036,33.0,67.4,9.2,44.0,64.4,45.0,41.9,1.181,1.152,1.025,1.0,0.952,0.952,0.98,11.23,14.82,83.8,36.4,D+,Lineup unconfirmed
43,2026-08-03,824160,2026-08-04T00:10:00Z,Scheduled,Daikin Park,Toronto Blue Jays @ Houston Astros,Away,672960,Kazuma Okamoto,Toronto Blue Jays,Houston Astros,3B,R,No,,109,444,398,91,15,0,24,57,69,38,6,136,0.229,0.304,0.447,0.751,12,45,45,10,2,0.222,0.0444,23,93,87,17,5,0.195,0.0538,30,30,3.3,20.0,43.8,18.8,37.5,20.0,30.0,55.6,30.0,3.3,0.0,3.3,100.0,82.5,30.6,0.501,71.0,94.1,104.3,36.6,10.0,7.3,46.3,29.5,Weak,2.0,Pull Power,C+,High fly-ball plane,29.5,Weak,0.943,Good,3.3,55.6,94.1,0.501,Derived proxy,Derived proxy,Derived proxy,Derived proxy,1.08,-22.92,Strong negative regression,Weak Pull Power profile. 3.3% barrel rate; 82.5 mph average exit velocity; 30.0% air-ball rate; 55.6% pull-air rate; 3.3% HR-launch rate.,0.0541,0.0494,4.05,17,4,16.6,1.03,102.5,Near normal interval,664299,Cristian Javier,R,RHB vs RHP,8,4,21.1,7.17,1.83,3,1.27,8.86,6.33,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,29.5,50.0,50.0,45.1,50.0,45.0,41.7,0.994,1.008,0.985,1.0,0.943,0.943,1.0,18.54,17.34,84.4,42.3,C-,Lineup unconfirmed
44,2026-08-03,824160,2026-08-04T00:10:00Z,Scheduled,Daikin Park,Toronto Blue Jays @ Houston Astros,Home,572233,Christian Walker,Houston Astros,Toronto Blue Jays,1B,R,No,,109,451,404,96,22,1,22,55,64,38,8,109,0.238,0.315,0.46,0.775,10,44,39,11,2,0.282,0.0455,20,82,72,17,3,0.236,0.0366,25,25,8.0,36.0,35.7,14.3,50.0,20.0,28.0,42.9,32.0,12.0,8.0,12.0,100.0,85.8,27.8,0.897,73.5,97.8,110.1,40.0,12.0,13.3,42.2,51.2,Average,3.0,Pull Power,A-,Elevated power plane,51.2,Average,1.003,Good,8.0,42.9,97.8,0.897,Derived proxy,Derived proxy,Derived proxy,Derived proxy,1.87,-20.13,Strong negative regression,Average Pull Power profile. 8.0% barrel rate; 85.8 mph average exit velocity; 28.0% air-ball rate; 42.9% pull-air rate; 12.0% HR-launch rate.,0.0488,0.0453,3.99,8,2,18.4,0.44,43.6,Recently homered,669456,Shane Bieber,R,RHB vs RHP,7,7,31.1,5.74,1.63,7,2.01,6.32,5.17,7.0,0.0,0.0,0.0,100.0,42.9,71.5,82.6,93.5,0.208,0.0,44.3,61.5,0.686,2.4,4-Seam Fastball,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.989,0.925,51.2,20.0,44.3,54.3,50.0,45.0,41.6,0.966,1.065,0.985,1.0,1.003,1.003,1.0,16.87,15.77,83.6,38.8,D+,Lineup unconfirmed
45,2026-08-03,825095,2026-08-04T01:40:00Z,Scheduled,Chase Field,San Diego Padres @ Arizona Diamondbacks,Away,701538,Jackson Merrill,San Diego Padres,Arizona Diamondbacks,CF,L,No,,109,457,422,100,18,1,16,53,52,30,1,112,0.237,0.289,0.398,0.687,12,46,43,17,4,0.395,0.087,24,100,94,30,6,0.319,0.06,31,31,9.7,35.5,58.8,0.0,41.2,16.1,35.5,54.5,35.5,6.5,6.5,6.5,33.3,88.4,22.1,0.777,72.4,98.3,109.0,35.9,16.1,5.1,38.5,49.8,Average,3.0,Pull Power,A-,Elevated power plane,49.8,Average,0.999,Good,9.7,54.5,98.3,0.777,Derived proxy,Derived proxy,Derived proxy,Derived proxy,2.66,-13.34,Strong negative regression,Average Pull Power profile. 9.7% barrel rate; 88.4 mph average exit velocity; 35.5% air-ball rate; 54.5% pull-air rate; 6.5% HR-launch rate.,0.035,0.0344,3.99,0,0,26.4,0.0,0.0,Very recent HR,694297,Brandon Pfaadt,R,LHB vs RHP,19,9,72.0,4.0,1.29,8,1.0,6.13,2.63,43.0,2.3,18.6,16.3,33.3,30.2,79.3,91.9,102.5,0.397,0.0,46.1,82.7,0.686,3.2,Changeup,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,0.992,0.948,49.8,16.7,46.1,67.6,50.0,45.0,41.6,1.35,0.984,1.025,1.0,0.999,0.999,0.98,13.03,16.13,85.0,38.3,D+,Lineup unconfirmed
46,2026-08-03,824324,2026-08-04T00:40:00Z,Scheduled,Coors Field,Tampa Bay Rays @ Colorado Rockies,Away,666018,Jonathan Aranda,Tampa Bay Rays,Colorado Rockies,1B,L,No,,108,469,400,112,18,0,14,51,65,54,8,109,0.28,0.371,0.43,0.801,10,44,43,9,0,0.209,0.0,23,97,90,23,1,0.256,0.0103,39,39,5.1,23.1,60.0,13.3,26.7,5.1,17.9,57.1,28.2,5.1,0.0,5.1,0.0,80.4,20.7,0.673,68.3,91.3,107.9,11.4,12.8,6.8,45.5,30.5,Weak,2.0,Pull Power,A-,Elevated power plane,30.5,Weak,0.945,Good,5.1,57.1,91.3,0.673,Derived proxy,Derived proxy,Derived proxy,Derived proxy,1.86,-12.14,Strong negative regression,Weak Pull Power profile. 5.1% barrel rate; 80.4 mph average exit velocity; 17.9% air-ball rate; 57.1% pull-air rate; 5.1% HR-launch rate.,0.0299,0.0303,4.15,60,15,28.6,2.1,210.0,Very long drought,547179,Michael Lorenzen,R,LHB vs RHP,23,22,104.2,6.54,1.81,16,1.38,6.88,3.44,36.0,5.6,22.2,11.1,44.4,22.2,84.6,95.9,107.4,0.495,0.0,50.3,64.4,0.668,6.2,Sinker,Unknown,,Unknown,,No,118.0,1.18,1.0,82.4,1.001,0.981,30.5,38.0,50.3,43.6,82.4,45.0,41.4,0.758,1.045,1.025,1.0,0.945,0.945,1.06,11.98,11.32,84.8,38.4,D+,Lineup unconfirmed
47,2026-08-03,824160,2026-08-04T00:10:00Z,Scheduled,Daikin Park,Toronto Blue Jays @ Houston Astros,Away,676914,Davis Schneider,Toronto Blue Jays,Houston Astros,LF,R,No,,56,132,109,16,6,0,3,18,12,21,0,44,0.147,0.282,0.284,0.566,7,14,11,1,0,0.091,0.0,7,14,11,1,0,0.091,0.0,11,11,0.0,9.1,66.7,33.3,0.0,9.1,18.2,50.0,27.3,0.0,0.0,0.0,,76.1,9.5,0.457,68.6,85.7,100.0,0.0,9.1,0.0,35.3,31.6,Weak,2.5,Pull Power,C,Low line-drive plane,31.6,Weak,0.948,Small Statcast sample,0.0,50.0,85.7,0.457,Derived proxy,Derived proxy,Derived proxy,Derived proxy,0.12,-2.88,Negative regression,Weak Pull Power profile. 0.0% barrel rate; 76.1 mph average exit velocity; 18.2% air-ball rate; 50.0% pull-air rate; 0.0% HR-launch rate.,0.0227,0.0271,3.87,29,15,36.3,0.8,79.8,Recently homered,664299,Cristian Javier,R,RHB vs RHP,8,4,21.1,7.17,1.83,3,1.27,8.86,6.33,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,31.6,50.0,50.0,28.1,50.0,45.0,41.2,0.87,1.008,0.985,0.94,0.948,0.892,1.0,10.1,7.85,62.5,21.5,F,Lineup unconfirmed
48,2026-08-03,825095,2026-08-04T01:40:00Z,Scheduled,Chase Field,San Diego Padres @ Arizona Diamondbacks,Away,660710,Rodolfo Durán,San Diego Padres,Arizona Diamondbacks,C,R,No,,39,91,82,12,4,0,3,8,8,7,1,24,0.146,0.222,0.305,0.527,2,0,0,0,0,0.0,0.0,6,9,9,2,0,0.222,0.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,50.0,Average,3.0,Contact-First Profile,Unknown,No tracked launch-angle sample,50.0,Average,1.0,Small Statcast sample,,,,,Unavailable,Unavailable,Unavailable,Unavailable,,,Unknown,Average Contact-First Profile profile. .,0.033,0.0324,3.87,48,20,27.3,1.76,175.6,Above normal drought,694297,Brandon Pfaadt,R,RHB vs RHP,19,9,72.0,4.0,1.29,8,1.0,6.13,2.63,43.0,2.3,18.6,16.3,33.3,30.2,79.3,91.9,102.5,0.397,0.0,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,0.948,50.0,16.7,50.0,50.0,50.0,45.0,40.9,1.0,0.984,0.985,0.94,1.0,0.94,1.035,11.97,10.76,59.2,30.1,D,Lineup unconfirmed
49,2026-08-03,823757,2026-08-03T23:40:00Z,Scheduled,American Family Field,Pittsburgh Pirates @ Milwaukee Brewers,Away,699013,Esmerlyn Valdez,Pittsburgh Pirates,Milwaukee Brewers,RF,R,No,,44,172,145,38,9,1,14,27,38,24,1,60,0.262,0.366,0.628,0.994,12,50,37,5,1,0.135,0.02,23,99,79,16,8,0.203,0.0808,26,26,3.8,19.2,43.8,18.8,37.5,34.6,46.2,41.7,26.9,11.5,7.7,11.5,0.0,84.7,25.8,0.326,70.0,93.2,101.8,30.4,11.5,6.5,50.0,29.5,Weak,2.0,Contact-First Profile,A-,Elevated power plane,29.5,Weak,0.943,Good,3.8,41.7,93.2,0.326,Derived proxy,Derived proxy,Derived proxy,Derived proxy,1.21,-12.79,Strong negative regression,Weak Contact-First Profile profile. 3.8% barrel rate; 84.7 mph average exit velocity; 46.2% air-ball rate; 41.7% pull-air rate; 11.5% HR-launch rate.,0.0814,0.0611,4.23,22,7,10.4,2.12,212.4,Very long drought,687075,Brandon Sproat,R,RHB vs RHP,20,18,92.2,5.05,1.39,17,1.65,9.32,4.47,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,29.5,50.0,50.0,34.8,50.0,45.0,40.9,0.915,1.088,0.985,1.08,0.943,1.018,1.06,23.41,24.63,72.2,61.0,B-,Lineup unconfirmed
50,2026-08-03,823757,2026-08-03T23:40:00Z,Scheduled,American Family Field,Pittsburgh Pirates @ Milwaukee Brewers,Away,694378,Jacob Gonzalez,Pittsburgh Pirates,Milwaukee Brewers,SS,L,No,,44,136,124,30,6,0,4,15,23,8,2,27,0.242,0.296,0.387,0.683,9,27,26,5,1,0.192,0.037,17,44,43,9,2,0.209,0.0455,17,17,5.9,35.3,30.0,40.0,30.0,23.5,41.2,14.3,52.9,17.6,0.0,17.6,0.0,84.9,16.9,0.509,65.3,95.8,105.5,4.2,17.6,4.2,37.5,31.7,Weak,2.5,Contact-First Profile,A,Excellent HR swing plane,31.7,Weak,0.949,Small Statcast sample,5.9,14.3,95.8,0.509,Derived proxy,Derived proxy,Derived proxy,Derived proxy,1.02,-2.98,Negative regression,Weak Contact-First Profile profile. 5.9% barrel rate; 84.9 mph average exit velocity; 41.2% air-ball rate; 14.3% pull-air rate; 17.6% HR-launch rate.,0.0294,0.0306,4.05,22,8,31.0,0.71,71.0,Recently homered,687075,Brandon Sproat,R,LHB vs RHP,20,18,92.2,5.05,1.39,17,1.65,9.32,4.47,,,,,,,,,,,,50.0,0.0,,,Unavailable,Unknown,,Unknown,,No,100.0,1.0,1.0,50.0,1.0,1.0,31.7,50.0,50.0,24.2,50.0,45.0,40.9,1.133,1.088,1.025,1.0,0.949,0.949,1.0,11.84,14.06,65.2,32.1,D,Lineup unconfirmed
51,2026-08-03,824324,2026-08-04T00:40:00Z,Scheduled,Coors Field,Tampa Bay Rays @ Colorado Rockies,Away,680700,Richie Palacios,Tampa Bay Rays,Colorado Rockies,2B,L,No,,81,260,227,51,8,2,4,30,30,29,3,49,0.225,0.319,0.33,0.649,8,20,19,2,1,0.105,0.05,18,52,47,9,2,0.191,0.0385,12,12,8.3,25.0,33.3,66.7,0.0,8.3,16.7,50.0,25.0,8.3,0.0,8.3,0.0,78.7,20.9,0.318,66.8,93.0,106.0,5.6,8.3,5.6,55.6,37.4,Below Average,2.5,Pull Power,A-,Elevated power plane,37.4,Below Average,0.965,Small Statcast sample,8.3,50.0,93.0,0.318,Derived proxy,Derived proxy,Derived proxy,Derived proxy,0.82,-3.18,Negative regression,Below Average Pull Power profile. 8.3% barrel rate; 78.7 mph average exit velocity; 16.7% air-ball rate; 50.0% pull-air rate; 8.3% HR-launch rate.,0.0154,0.0206,3.93,12,5,56.8,0.21,21.1,Very recent HR,547179,Michael Lorenzen,R,LHB vs RHP,23,22,104.2,6.54,1.81,16,1.38,6.88,3.44,36.0,5.6,22.2,11.1,44.4,22.2,84.6,95.9,107.4,0.495,0.0,24.1,10.0,0.491,0.0,4-Seam Fastball,Unknown,,Unknown,,No,118.0,1.18,1.0,82.4,0.948,0.981,37.4,38.0,24.1,52.2,82.4,45.0,40.2,1.35,1.045,1.025,0.94,0.965,0.907,0.98,7.87,10.95,74.7,28.0,F,Lineup unconfirmed
