player_id,player_name,team,opponent,position,season,season_type,week,ladder_line,probability,probability_grade,projected_rushing_yards,model_version
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,0.0,100.0,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,5.0,93.3,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,10.0,91.9,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,15.0,90.22,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,20.0,88.26,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,25.0,86.17,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,30.0,83.82,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,35.0,81.07,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,40.0,78.03,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,45.0,74.84,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,50.0,71.31,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,55.0,67.67,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,60.0,63.97,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,65.0,60.08,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,70.0,56.01,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,75.0,51.91,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,80.0,47.77,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,85.0,43.6,ELITE,78.172,NFL_RUSHING_YARDS_V1
00-0037248,James Cook,BUF,DET,RB,2026,REG,2,90.0,39.55,ELITE,78.172,NFL_RUSHING_YARDS_V1
