rank,season,season_type,week,game_id,game_time,player_id,player_name,team,opponent,home_away,position,projected_sacks,median_sacks,p90_sacks,model_lambda,sacks_current,sacks_prior,sacks_l5_pg,sacks_l10_pg,sacks_season_pg,sacks_prior_pg,opp_sacks_allowed_pg,team_def_sacks_pg,qb_hits_l5_pg,qb_hurries_l5_pg,pressures_l5_pg,snaps_l5_pg,pass_rush_snaps_l5_pg,pressure_rate_l5,qb_hit_rate_l5,matchup_multiplier,pressure_multiplier,sample_reliability,matchup_score,confidence,ai_play_0_5,n_sims,prob_over_0_5,prob_over_1_0,prob_over_1_5,prob_over_2_0,prob_over_2_5,prob_over_3_0,prob_over_3_5,prob_over_4_0,prob_1_0_plus,prob_1_5_plus,prob_2_0_plus,prob_2_5_plus,prob_3_0_plus,prob_3_5_plus,prob_4_0_plus,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,tier
180,2026,REG,2,401872933,2026-09-20T17:00Z,00-0041478,Lee Hunter,CAR,ATL,AWAY,DL,0.175,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,0.0,,4.0,2.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,30.0,LESS,25000,14.8,1.5,1.2,0.1,0.1,0.0,0.0,0.0,14.8,1.5,1.2,0.1,0.1,0.0,0.0,14.8,1.2,0.1,0.0,FADE
181,2026,REG,2,401872935,2026-09-20T17:00Z,00-0039764,Elijah Chatman,CLE,TB,AWAY,DL,0.173,0.0,1.0,0.1688,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,0.0,,0.0,,,,,1.45,0.9,0.375,90.0,40.0,LESS,25000,14.8,1.4,1.1,0.1,0.0,0.0,0.0,0.0,14.8,1.4,1.1,0.1,0.0,0.0,0.0,14.8,1.1,0.0,0.0,FADE
182,2026,REG,2,401872936,2026-09-20T17:00Z,00-0041549,Darrell Jackson Jr.,NYJ,GB,HOME,DL,0.173,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,0.0,,4.0,3.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,30.0,LESS,25000,14.8,1.4,1.0,0.1,0.1,0.0,0.0,0.0,14.8,1.4,1.0,0.1,0.1,0.0,0.0,14.8,1.0,0.1,0.0,FADE
183,2026,REG,2,401872942,2026-09-20T20:25Z,00-0041363,James Thompson Jr.,SF,MIA,HOME,DL,0.176,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,30.0,LESS,25000,14.7,1.7,1.3,0.1,0.1,0.0,0.0,0.0,14.7,1.7,1.3,0.1,0.1,0.0,0.0,14.7,1.3,0.1,0.0,FADE
184,2026,REG,2,401872943,2026-09-20T20:25Z,00-0039309,Byron Murphy II,SEA,ARI,AWAY,DL,0.175,0.0,1.0,0.1733,0.0,9.0,0.4,0.3,0.0,0.474,1.0,3.0,0.4,,0.8,,,,,0.65,0.932,1.0,20.0,75.0,LESS,25000,14.7,1.6,1.2,0.1,0.1,0.0,0.0,0.0,14.7,1.6,1.2,0.1,0.1,0.0,0.0,14.7,1.2,0.1,0.0,FADE
185,2026,REG,2,401872938,2026-09-20T17:00Z,00-0036081,Broderick Washington,BAL,NO,HOME,DL,0.172,0.0,1.0,0.1688,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,0.0,,0.0,,,,,1.45,0.9,0.375,90.0,40.0,LESS,25000,14.7,1.4,1.1,0.1,0.1,0.0,0.0,0.0,14.7,1.4,1.1,0.1,0.1,0.0,0.0,14.7,1.1,0.1,0.0,FADE
186,2026,REG,2,401872936,2026-09-20T17:00Z,00-0037431,Kingsley Jonathan,NYJ,GB,HOME,DL,0.174,0.0,1.0,0.1748,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,30.0,LESS,25000,14.6,1.6,1.2,0.1,0.1,0.0,0.0,0.0,14.6,1.6,1.2,0.1,0.1,0.0,0.0,14.6,1.2,0.1,0.0,FADE
187,2026,REG,2,401872935,2026-09-20T17:00Z,00-0039063,Calijah Kancey,TB,CLE,HOME,DL,0.173,0.0,1.0,0.1738,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.667,,0.667,,,,,1.45,0.927,0.375,90.0,40.0,LESS,25000,14.5,1.7,1.3,0.1,0.1,0.0,0.0,0.0,14.5,1.7,1.3,0.1,0.1,0.0,0.0,14.5,1.3,0.1,0.0,FADE
188,2026,REG,2,401872933,2026-09-20T17:00Z,00-0039783,Anthony Goodlow,CAR,ATL,AWAY,DL,0.171,0.0,1.0,0.1713,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,0.333,,0.333,,,,,1.45,0.913,0.375,90.0,40.0,LESS,25000,14.5,1.6,1.1,0.1,0.1,0.0,0.0,0.0,14.5,1.6,1.1,0.1,0.1,0.0,0.0,14.5,1.1,0.1,0.0,FADE
189,2026,REG,2,401872945,2026-09-21T00:20Z,00-0037192,George Karlaftis,KC,IND,HOME,DL,0.17,0.0,1.0,0.1627,0.0,6.0,0.2,0.25,0.0,0.375,2.0,3.0,1.2,,1.4,,,,,0.901,0.956,1.0,45.0,75.0,LESS,25000,14.5,1.4,1.1,0.1,0.1,0.0,0.0,0.0,14.5,1.4,1.1,0.1,0.1,0.0,0.0,14.5,1.1,0.1,0.0,FADE
190,2026,REG,2,401872934,2026-09-20T17:00Z,00-0032759,Sheldon Rankins,HOU,CIN,HOME,DL,0.17,0.0,1.0,0.166,0.0,4.5,0.4,0.35,0.0,0.265,1.0,2.0,1.0,,1.4,,,,,0.65,0.956,1.0,20.0,75.0,LESS,25000,14.4,1.5,1.1,0.1,0.1,0.0,0.0,0.0,14.4,1.5,1.1,0.1,0.1,0.0,0.0,14.4,1.1,0.1,0.0,FADE
191,2026,REG,2,401872943,2026-09-20T20:25Z,00-0037596,Jack Gibbens,ARI,SEA,HOME,LB,0.168,0.0,1.0,0.1682,0.5,1.0,0.1,0.15,0.5,0.048,2.0,3.0,0.2,,0.3,,,,,0.901,0.912,1.0,45.0,75.0,LESS,25000,14.3,1.4,1.1,0.1,0.1,0.0,0.0,0.0,14.3,1.4,1.1,0.1,0.1,0.0,0.0,14.3,1.1,0.1,0.0,FADE
192,2026,REG,2,401872935,2026-09-20T17:00Z,00-0036705,Sam Kamara,CLE,TB,AWAY,DL,0.168,0.0,1.0,0.1688,0.0,0.0,0.0,0.0,,0.0,4.0,1.0,0.0,,0.0,,,,,1.45,0.9,0.375,90.0,40.0,LESS,25000,14.3,1.5,1.0,0.1,0.0,0.0,0.0,0.0,14.3,1.5,1.0,0.1,0.0,0.0,0.0,14.3,1.0,0.0,0.0,FADE
193,2026,REG,2,401872941,2026-09-20T20:05Z,00-0036338,Troy Dye,LAC,LV,HOME,LB,0.166,0.0,1.0,0.1659,0.5,1.0,0.1,0.05,0.5,0.062,0.0,1.0,0.2,,0.3,,,,,1.0,0.912,1.0,20.0,75.0,LESS,25000,14.0,1.5,1.1,0.1,0.1,0.0,0.0,0.0,14.0,1.5,1.1,0.1,0.1,0.0,0.0,14.0,1.1,0.1,0.0,FADE
194,2026,REG,2,401872936,2026-09-20T17:00Z,00-0037094,Jonathan Ford,GB,NYJ,AWAY,DL,0.165,0.0,1.0,0.1688,0.5,0.0,0.1,0.083,0.5,0.0,0.0,3.0,0.2,,0.3,,,,,1.0,0.912,0.75,20.0,55.0,LESS,25000,14.0,1.4,1.1,0.1,0.1,0.0,0.0,0.0,14.0,1.4,1.1,0.1,0.1,0.0,0.0,14.0,1.1,0.1,0.0,FADE
195,2026,REG,2,401872937,2026-09-20T17:00Z,00-0040741,Shemar Turner,CHI,MIN,HOME,DL,0.165,0.0,1.0,0.163,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,0.0,,0.0,,,,,1.352,0.9,0.35,69.0,35.0,LESS,25000,14.0,1.3,1.0,0.1,0.0,0.0,0.0,0.0,14.0,1.3,1.0,0.1,0.0,0.0,0.0,14.0,1.0,0.0,0.0,FADE
196,2026,REG,2,401872934,2026-09-20T17:00Z,00-0039143,Isaiah Foskey,CIN,HOU,AWAY,DL,0.164,0.0,1.0,0.1598,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,0.333,,0.333,,,,,1.352,0.913,0.375,69.0,40.0,LESS,25000,14.0,1.3,1.0,0.0,0.0,0.0,0.0,0.0,14.0,1.3,1.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,FADE
197,2026,REG,2,401872943,2026-09-20T20:25Z,00-0040706,Walter Nolen,ARI,SEA,HOME,DL,0.165,0.0,1.0,0.1615,0.0,2.0,0.2,0.286,0.0,0.333,2.0,3.0,0.6,,0.8,,,,,0.901,0.932,0.875,45.0,60.0,LESS,25000,13.9,1.4,1.1,0.1,0.1,0.0,0.0,0.0,13.9,1.4,1.1,0.1,0.1,0.0,0.0,13.9,1.1,0.1,0.0,FADE
198,2026,REG,2,401872934,2026-09-20T17:00Z,00-0032265,Mario Edwards,HOU,CIN,HOME,DL,0.162,0.0,1.0,0.1636,0.5,1.5,0.2,0.2,0.5,0.167,1.0,2.0,0.6,,0.8,,,,,0.65,0.932,1.0,20.0,75.0,LESS,25000,13.8,1.5,1.0,0.1,0.0,0.0,0.0,0.0,13.8,1.5,1.0,0.1,0.0,0.0,0.0,13.8,1.0,0.0,0.0,FADE
199,2026,REG,2,401872937,2026-09-20T17:00Z,00-0040496,Chaz Chambliss,MIN,CHI,AWAY,LB,0.161,0.0,1.0,0.1591,0.0,1.0,0.2,0.2,,0.2,2.0,4.0,0.2,,0.4,,,,,0.901,0.916,0.625,45.0,50.0,LESS,25000,13.8,1.3,1.0,0.1,0.1,0.0,0.0,0.0,13.8,1.3,1.0,0.1,0.1,0.0,0.0,13.8,1.0,0.1,0.0,FADE
200,2026,REG,2,401872940,2026-09-20T20:05Z,00-0041045,Albert Regis,JAX,DEN,AWAY,DL,0.161,0.0,1.0,0.163,0.0,0.0,0.0,0.0,0.0,,3.0,5.0,0.0,,0.0,,,,,1.352,0.9,0.35,69.0,30.0,LESS,25000,13.8,1.3,0.9,0.1,0.0,0.0,0.0,0.0,13.8,1.3,0.9,0.1,0.0,0.0,0.0,13.8,0.9,0.0,0.0,FADE
201,2026,REG,2,401872935,2026-09-20T17:00Z,00-0039895,Mike Hall Jr.,CLE,TB,AWAY,DL,0.161,0.0,1.0,0.1628,0.0,1.5,0.0,0.214,,0.214,4.0,1.0,0.0,,0.0,,,,,1.45,0.9,0.875,90.0,60.0,LESS,25000,13.7,1.4,1.0,0.1,0.1,0.0,0.0,0.0,13.7,1.4,1.0,0.1,0.1,0.0,0.0,13.7,1.0,0.1,0.0,FADE
202,2026,REG,2,401872942,2026-09-20T20:25Z,00-0038648,Jalen Graham,SF,MIA,HOME,LB,0.16,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,,0.0,5.0,0.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,35.0,LESS,25000,13.6,1.4,1.0,0.1,0.0,0.0,0.0,0.0,13.6,1.4,1.0,0.1,0.0,0.0,0.0,13.6,1.0,0.0,0.0,FADE
203,2026,REG,2,401872942,2026-09-20T20:25Z,00-0041078,Jaden Dugger,SF,MIA,HOME,LB,0.16,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,0.0,,5.0,0.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,30.0,LESS,25000,13.6,1.4,1.1,0.1,0.1,0.0,0.0,0.0,13.6,1.4,1.1,0.1,0.1,0.0,0.0,13.6,1.1,0.1,0.0,FADE
204,2026,REG,2,401872940,2026-09-20T20:05Z,00-0036952,Jonathon Cooper,DEN,JAX,HOME,LB,0.159,0.0,1.0,0.157,0.0,9.0,0.2,0.2,,0.474,1.0,2.0,1.0,,1.2,,,,,0.65,0.948,1.0,20.0,75.0,LESS,25000,13.6,1.3,1.0,0.1,0.1,0.0,0.0,0.0,13.6,1.3,1.0,0.1,0.1,0.0,0.0,13.6,1.0,0.1,0.0,FADE
205,2026,REG,2,401872935,2026-09-20T17:00Z,00-0041031,Rueben Bain Jr.,TB,CLE,HOME,LB,0.158,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,30.0,LESS,25000,13.6,1.2,0.9,0.0,0.0,0.0,0.0,0.0,13.6,1.2,0.9,0.0,0.0,0.0,0.0,13.6,0.9,0.0,0.0,FADE
206,2026,REG,2,401872935,2026-09-20T17:00Z,00-0033914,Alex Anzalone,TB,CLE,HOME,LB,0.159,0.0,1.0,0.1573,0.0,2.5,0.2,0.1,0.0,0.156,5.0,1.0,0.2,,0.4,,,,,1.45,0.916,1.0,90.0,75.0,LESS,25000,13.5,1.4,1.0,0.0,0.0,0.0,0.0,0.0,13.5,1.4,1.0,0.0,0.0,0.0,0.0,13.5,1.0,0.0,0.0,FADE
207,2026,REG,2,401872938,2026-09-20T17:00Z,00-0040037,Jamon Johnson,BAL,NO,HOME,LB,0.159,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,,0.0,5.0,2.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,30.0,LESS,25000,13.5,1.3,1.0,0.1,0.0,0.0,0.0,0.0,13.5,1.3,1.0,0.1,0.0,0.0,0.0,13.5,1.0,0.0,0.0,FADE
208,2026,REG,2,401872935,2026-09-20T17:00Z,00-0040158,David Walker,TB,CLE,HOME,LB,0.158,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,0.0,,5.0,1.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,30.0,LESS,25000,13.5,1.3,0.9,0.1,0.0,0.0,0.0,0.0,13.5,1.3,0.9,0.1,0.0,0.0,0.0,13.5,0.9,0.0,0.0,FADE
209,2026,REG,2,401872947,2026-09-22T00:15Z,00-0034234,Poona Ford,LAR,NYG,HOME,DL,0.159,0.0,1.0,0.1596,0.0,3.0,0.2,0.2,,0.158,2.0,0.0,0.4,,0.6,,,,,0.901,0.924,1.0,45.0,75.0,LESS,25000,13.4,1.4,1.0,0.1,0.0,0.0,0.0,0.0,13.4,1.4,1.0,0.1,0.0,0.0,0.0,13.4,1.0,0.0,0.0,FADE
210,2026,REG,2,401872938,2026-09-20T17:00Z,00-0038504,Trenton Simpson,BAL,NO,HOME,LB,0.158,0.0,1.0,0.158,0.0,2.5,0.2,0.1,0.0,0.167,5.0,2.0,0.0,,0.2,,,,,1.45,0.908,1.0,90.0,75.0,LESS,25000,13.4,1.3,1.0,0.1,0.1,0.0,0.0,0.0,13.4,1.3,1.0,0.1,0.1,0.0,0.0,13.4,1.0,0.1,0.0,FADE
211,2026,REG,2,401872935,2026-09-20T17:00Z,00-0039406,Nathaniel Watson,CLE,TB,AWAY,LB,0.158,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,0.0,,4.0,1.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,30.0,LESS,25000,13.4,1.4,1.0,0.0,0.0,0.0,0.0,0.0,13.4,1.4,1.0,0.0,0.0,0.0,0.0,13.4,1.0,0.0,0.0,FADE
212,2026,REG,2,401872939,2026-09-20T17:00Z,00-0040662,Ty Robinson,PHI,TEN,AWAY,DL,0.156,0.0,1.0,0.1598,0.0,0.0,0.0,0.0,,0.0,3.0,1.0,0.333,,0.333,,,,,1.352,0.913,0.375,69.0,40.0,LESS,25000,13.3,1.2,0.9,0.1,0.1,0.0,0.0,0.0,13.3,1.2,0.9,0.1,0.1,0.0,0.0,13.3,0.9,0.1,0.0,FADE
213,2026,REG,2,401872934,2026-09-20T17:00Z,00-0040369,Howard Cross III,CIN,HOU,AWAY,DL,0.155,0.0,1.0,0.1574,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,0.0,,0.0,,,,,1.352,0.9,0.375,69.0,40.0,LESS,25000,13.3,1.2,0.9,0.1,0.0,0.0,0.0,0.0,13.3,1.2,0.9,0.1,0.0,0.0,0.0,13.3,0.9,0.0,0.0,FADE
214,2026,REG,2,401872938,2026-09-20T17:00Z,00-0040978,Ethan Burke,BAL,NO,HOME,LB,0.155,0.0,1.0,0.1599,0.0,0.0,0.0,0.0,0.0,,5.0,2.0,0.0,,0.0,,,,,1.45,0.9,0.35,90.0,30.0,LESS,25000,13.3,1.2,0.9,0.0,0.0,0.0,0.0,0.0,13.3,1.2,0.9,0.0,0.0,0.0,0.0,13.3,0.9,0.0,0.0,FADE
215,2026,REG,2,401872941,2026-09-20T20:05Z,00-0036552,Azeez Ojulari,LV,LAC,AWAY,LB,0.154,0.0,1.0,0.1524,0.0,0.0,0.0,0.0,,0.0,3.0,5.0,0.5,,0.5,,,,,1.352,0.92,0.35,69.0,34.0,LESS,25000,13.1,1.2,0.9,0.1,0.1,0.0,0.0,0.0,13.1,1.2,0.9,0.1,0.1,0.0,0.0,13.1,0.9,0.1,0.0,FADE
216,2026,REG,2,401872939,2026-09-20T17:00Z,00-0041508,Keldric Faulk,TEN,PHI,HOME,LB,0.153,0.0,1.0,0.1491,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,,0.0,,,,,1.352,0.9,0.35,69.0,29.0,LESS,25000,13.1,1.2,0.9,0.1,0.0,0.0,0.0,0.0,13.1,1.2,0.9,0.1,0.0,0.0,0.0,13.1,0.9,0.0,0.0,FADE
217,2026,REG,2,401872941,2026-09-20T20:05Z,00-0036644,Cameron McGrone,LV,LAC,AWAY,LB,0.152,0.0,1.0,0.1491,0.0,0.0,0.0,0.0,,0.0,3.0,5.0,0.0,,0.0,,,,,1.352,0.9,0.35,69.0,34.0,LESS,25000,13.1,1.2,0.9,0.0,0.0,0.0,0.0,0.0,13.1,1.2,0.9,0.0,0.0,0.0,0.0,13.1,0.9,0.0,0.0,FADE
218,2026,REG,2,401872946,2026-09-20T17:00Z,00-0040176,Bradyn Swinson,PIT,NE,AWAY,LB,0.152,0.0,1.0,0.1491,0.0,0.0,0.0,0.0,,0.0,3.0,4.0,0.0,,0.0,,,,,1.352,0.9,0.35,69.0,29.0,LESS,25000,13.1,1.1,0.9,0.0,0.0,0.0,0.0,0.0,13.1,1.1,0.9,0.0,0.0,0.0,0.0,13.1,0.9,0.0,0.0,FADE
219,2026,REG,2,401872945,2026-09-21T00:20Z,00-0033952,Grover Stewart,IND,KC,AWAY,DL,0.152,0.0,1.0,0.1584,0.5,0.5,0.1,0.1,0.5,0.029,2.0,2.0,0.6,,0.7,,,,,0.901,0.928,1.0,45.0,75.0,LESS,25000,12.9,1.2,0.9,0.1,0.0,0.0,0.0,0.0,12.9,1.2,0.9,0.1,0.0,0.0,0.0,12.9,0.9,0.0,0.0,FADE
220,2026,REG,2,401872937,2026-09-20T17:00Z,00-0037544,Nephi Sewell,CHI,MIN,HOME,LB,0.151,0.0,1.0,0.1491,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,0.0,,0.0,,,,,1.352,0.9,0.35,69.0,29.0,LESS,25000,12.8,1.2,0.9,0.1,0.0,0.0,0.0,0.0,12.8,1.2,0.9,0.1,0.0,0.0,0.0,12.8,0.9,0.0,0.0,FADE
221,2026,REG,2,401872939,2026-09-20T17:00Z,00-0041479,Anthony Hill Jr.,TEN,PHI,HOME,LB,0.15,0.0,1.0,0.1491,0.0,0.0,0.0,0.0,0.0,,3.0,0.0,0.0,,0.0,,,,,1.352,0.9,0.35,69.0,29.0,LESS,25000,12.8,1.3,0.9,0.0,0.0,0.0,0.0,0.0,12.8,1.3,0.9,0.0,0.0,0.0,0.0,12.8,0.9,0.0,0.0,FADE
222,2026,REG,2,401872936,2026-09-20T17:00Z,00-0036500,Jamien Sherwood,NYJ,GB,HOME,LB,0.149,0.0,1.0,0.1496,0.0,2.0,0.2,0.1,0.0,0.118,4.0,3.0,0.2,,0.4,,,,,1.45,0.916,1.0,90.0,74.0,LESS,25000,12.8,1.1,0.8,0.1,0.0,0.0,0.0,0.0,12.8,1.1,0.8,0.1,0.0,0.0,0.0,12.8,0.8,0.0,0.0,FADE
223,2026,REG,2,401872933,2026-09-20T17:00Z,00-0037179,Jeremiah Moon,CAR,ATL,AWAY,LB,0.151,0.0,1.0,0.1545,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,,0.0,,,,,1.45,0.9,0.375,90.0,40.0,LESS,25000,12.7,1.2,0.9,0.1,0.1,0.0,0.0,0.0,12.7,1.2,0.9,0.1,0.1,0.0,0.0,12.7,0.9,0.1,0.0,FADE
224,2026,REG,2,401872938,2026-09-20T17:00Z,00-0034760,Nathan Shepherd,NO,BAL,AWAY,DL,0.149,0.0,1.0,0.1492,0.0,3.0,0.2,0.3,0.0,0.188,2.0,1.0,1.2,,1.4,,,,,0.901,0.956,1.0,45.0,74.0,LESS,25000,12.7,1.2,0.9,0.1,0.0,0.0,0.0,0.0,12.7,1.2,0.9,0.1,0.0,0.0,0.0,12.7,0.9,0.0,0.0,FADE
225,2026,REG,2,401872933,2026-09-20T17:00Z,00-0039070,Gervon Dexter Sr.,ATL,CAR,HOME,DL,0.147,0.0,1.0,0.144,0.0,6.0,0.2,0.2,0.0,0.333,2.0,2.0,0.8,,1.0,,,,,0.901,0.94,1.0,45.0,74.0,LESS,25000,12.7,1.1,0.8,0.1,0.1,0.0,0.0,0.0,12.7,1.1,0.8,0.1,0.1,0.0,0.0,12.7,0.8,0.1,0.0,FADE
226,2026,REG,2,401872937,2026-09-20T17:00Z,00-0040167,Ruben Hyppolite II,CHI,MIN,HOME,LB,0.147,0.0,1.0,0.1441,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,0.0,,0.0,,,,,1.352,0.9,0.375,69.0,39.0,LESS,25000,12.7,1.0,0.7,0.0,0.0,0.0,0.0,0.0,12.7,1.0,0.7,0.0,0.0,0.0,0.0,12.7,0.7,0.0,0.0,FADE
227,2026,REG,2,401872942,2026-09-20T20:25Z,00-0036362,Willie Gay Jr.,MIA,SF,AWAY,LB,0.146,0.0,1.0,0.1405,0.0,2.0,0.2,0.2,0.0,0.222,0.0,0.0,0.2,,0.4,,,,,1.0,0.916,1.0,20.0,74.0,LESS,25000,12.5,1.1,0.8,0.0,0.0,0.0,0.0,0.0,12.5,1.1,0.8,0.0,0.0,0.0,0.0,12.5,0.8,0.0,0.0,FADE
228,2026,REG,2,401872942,2026-09-20T20:25Z,00-0035692,Clelin Ferrell,MIA,SF,AWAY,DL,0.145,0.0,1.0,0.144,0.0,4.0,0.0,0.4,0.0,0.4,0.0,0.0,0.0,,0.0,,,,,1.0,0.9,1.0,20.0,74.0,LESS,25000,12.5,1.1,0.8,0.1,0.0,0.0,0.0,0.0,12.5,1.1,0.8,0.1,0.0,0.0,0.0,12.5,0.8,0.0,0.0,FADE
229,2026,REG,2,401872941,2026-09-20T20:05Z,00-0037074,Quay Walker,LV,LAC,AWAY,LB,0.145,0.0,1.0,0.1486,0.0,2.5,0.2,0.1,0.0,0.167,3.0,5.0,0.2,,0.4,,,,,1.352,0.916,1.0,69.0,74.0,LESS,25000,12.5,1.1,0.8,0.0,0.0,0.0,0.0,0.0,12.5,1.1,0.8,0.0,0.0,0.0,0.0,12.5,0.8,0.0,0.0,FADE
230,2026,REG,2,401872938,2026-09-20T17:00Z,00-0038995,Bryan Bresee,NO,BAL,AWAY,DL,0.145,0.0,1.0,0.1459,0.0,2.5,0.2,0.15,,0.167,2.0,1.0,0.2,,0.4,,,,,0.901,0.916,1.0,45.0,74.0,LESS,25000,12.5,1.0,0.8,0.1,0.0,0.0,0.0,0.0,12.5,1.0,0.8,0.1,0.0,0.0,0.0,12.5,0.8,0.0,0.0,FADE
231,2026,REG,2,401872941,2026-09-20T20:05Z,00-0039836,Brennan Jackson,LV,LAC,AWAY,LB,0.147,0.0,1.0,0.1491,0.0,0.0,0.0,0.0,,0.0,3.0,5.0,0.0,,0.0,,,,,1.352,0.9,0.35,69.0,34.0,LESS,25000,12.4,1.2,0.9,0.1,0.0,0.0,0.0,0.0,12.4,1.2,0.9,0.1,0.0,0.0,0.0,12.4,0.9,0.0,0.0,FADE
232,2026,REG,2,401872937,2026-09-20T17:00Z,00-0038778,Jalen Redmond,MIN,CHI,AWAY,DL,0.146,0.0,1.0,0.144,0.0,6.0,0.2,0.2,0.0,0.353,2.0,4.0,0.4,,0.6,,,,,0.901,0.924,1.0,45.0,74.0,LESS,25000,12.4,1.2,1.0,0.1,0.0,0.0,0.0,0.0,12.4,1.2,1.0,0.1,0.0,0.0,0.0,12.4,1.0,0.0,0.0,FADE
233,2026,REG,2,401872932,2026-09-18T00:15Z,00-0035707,Devin White,DET,BUF,AWAY,LB,0.143,0.0,1.0,0.1388,0.0,2.5,0.3,0.15,0.0,0.147,2.0,5.0,0.6,,0.9,,,,,0.901,0.936,1.0,45.0,74.0,LESS,25000,12.3,1.0,0.8,0.1,0.0,0.0,0.0,0.0,12.3,1.0,0.8,0.1,0.0,0.0,0.0,12.3,0.8,0.0,0.0,FADE
234,2026,REG,2,401872946,2026-09-20T17:00Z,00-0040160,Jack Sawyer,PIT,NE,AWAY,LB,0.143,0.0,1.0,0.1407,0.0,2.0,0.2,0.1,0.0,0.118,3.0,4.0,0.4,,0.6,,,,,1.352,0.924,1.0,69.0,74.0,LESS,25000,12.3,1.0,0.7,0.0,0.0,0.0,0.0,0.0,12.3,1.0,0.7,0.0,0.0,0.0,0.0,12.3,0.7,0.0,0.0,FADE
235,2026,REG,2,401872932,2026-09-18T00:15Z,00-0036335,D.J. Wonnum,DET,BUF,AWAY,LB,0.143,0.0,1.0,0.1428,0.0,3.0,0.2,0.3,0.0,0.176,2.0,5.0,0.4,,0.6,,,,,0.901,0.924,1.0,45.0,74.0,LESS,25000,12.2,1.1,0.9,0.0,0.0,0.0,0.0,0.0,12.2,1.1,0.9,0.0,0.0,0.0,0.0,12.2,0.9,0.0,0.0,FADE
236,2026,REG,2,401872933,2026-09-20T17:00Z,00-0035890,Tershawn Wharton,CAR,ATL,AWAY,DL,0.142,0.0,1.0,0.1417,0.0,2.0,0.0,0.2,,0.2,4.0,2.0,0.4,,0.4,,,,,1.45,0.916,1.0,90.0,74.0,LESS,25000,12.1,1.1,0.8,0.0,0.0,0.0,0.0,0.0,12.1,1.1,0.8,0.0,0.0,0.0,0.0,12.1,0.8,0.0,0.0,FADE
237,2026,REG,2,401872942,2026-09-20T20:25Z,00-0040248,Zeek Biggers,MIA,SF,AWAY,DL,0.141,0.0,1.0,0.1377,0.0,1.5,0.2,0.188,0.0,0.214,0.0,0.0,0.4,,0.6,,,,,1.0,0.924,1.0,20.0,64.0,LESS,25000,12.1,1.0,0.8,0.0,0.0,0.0,0.0,0.0,12.1,1.0,0.8,0.0,0.0,0.0,0.0,12.1,0.8,0.0,0.0,FADE
238,2026,REG,2,401872935,2026-09-20T17:00Z,00-0035254,Anthony Nelson,TB,CLE,HOME,LB,0.14,0.0,1.0,0.1398,0.0,3.0,0.0,0.3,0.0,0.214,5.0,1.0,0.0,,0.0,,,,,1.45,0.9,1.0,90.0,74.0,LESS,25000,12.1,1.0,0.7,0.1,0.0,0.0,0.0,0.0,12.1,1.0,0.7,0.1,0.0,0.0,0.0,12.1,0.7,0.0,0.0,FADE
239,2026,REG,2,401872935,2026-09-20T17:00Z,00-0040384,Elijah Simmons,TB,CLE,HOME,DL,0.139,0.0,1.0,0.139,0.0,0.0,0.0,0.0,,0.0,5.0,1.0,0.0,,0.0,,,,,1.45,0.9,0.5,90.0,44.0,LESS,25000,12.1,0.9,0.7,0.1,0.0,0.0,0.0,0.0,12.1,0.9,0.7,0.1,0.0,0.0,0.0,12.1,0.7,0.0,0.0,FADE
