rank,season,season_type,week,game_id,game_time,player_id,player_name,team,opponent,home_away,position,projected_sacks,median_sacks,p90_sacks,model_lambda,sacks_current,sacks_prior,sacks_l5_pg,sacks_l10_pg,sacks_season_pg,sacks_prior_pg,opp_sacks_allowed_pg,team_def_sacks_pg,qb_hits_l5_pg,qb_hurries_l5_pg,pressures_l5_pg,snaps_l5_pg,pass_rush_snaps_l5_pg,pressure_rate_l5,qb_hit_rate_l5,qb_hits_source,hurries_source,pressures_source,rush_snaps_source,matchup_multiplier,pressure_multiplier,sample_reliability,matchup_score,confidence,ai_play_0_5,n_sims,prob_over_0_5,prob_over_1_0,prob_over_1_5,prob_over_2_0,prob_over_2_5,prob_over_3_0,prob_over_3_5,prob_over_4_0,prob_1_0_plus,prob_1_5_plus,prob_2_0_plus,prob_2_5_plus,prob_3_0_plus,prob_3_5_plus,prob_4_0_plus,prob_1_plus,prob_2_plus,prob_3_plus,prob_4_plus,tier
51,2026,REG,3,401872953,2026-09-27T17:00Z,00-0035933,Michael Hoecht,BUF,LAC,HOME,LB,0.515,0.0,1.5,0.5049,0.5,2.0,0.625,0.625,0.25,1.0,3.0,3.5,0.75,1.517,2.841,,37.9,7.5,2.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,1.014,0.5,66.0,54.0,LESS,20000,37.9,10.6,8.2,1.9,1.2,0.2,0.1,0.0,37.9,10.6,8.2,1.9,1.2,0.2,0.1,37.9,8.2,1.2,0.1,LOW
52,2026,REG,3,401872949,2026-09-27T17:00Z,00-0040746,Nic Scourton,CAR,CLE,AWAY,LB,0.496,0.0,1.5,0.4925,0.0,5.0,0.4,0.3,,0.312,3.5,2.0,0.4,0.991,1.818,,24.2,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.973,1.0,78.0,84.0,LESS,20000,36.8,10.1,7.6,1.6,1.1,0.2,0.1,0.0,36.8,10.1,7.6,1.6,1.1,0.2,0.1,36.8,7.6,1.1,0.1,LOW
53,2026,REG,3,401872955,2026-09-27T17:00Z,00-0036940,Odafe Oweh,WAS,SEA,HOME,LB,0.494,0.0,1.5,0.4952,1.0,10.5,0.9,0.75,0.5,0.583,1.5,2.5,1.2,2.185,4.138,,55.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.066,1.0,31.0,84.0,LESS,20000,36.6,10.1,7.7,1.6,1.0,0.2,0.1,0.0,36.6,10.1,7.7,1.6,1.0,0.2,0.1,36.6,7.7,1.0,0.1,LOW
54,2026,REG,3,401872956,2026-09-27T17:00Z,00-0040694,Darius Alexander,NYG,TEN,HOME,DL,0.495,0.0,1.5,0.5028,0.0,3.5,0.6,0.35,,0.318,2.5,0.5,0.8,1.457,2.759,,36.8,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,1.01,1.0,54.0,84.0,LESS,20000,36.5,10.0,7.7,1.7,1.2,0.2,0.1,0.0,36.5,10.0,7.7,1.7,1.2,0.2,0.1,36.5,7.7,1.2,0.1,LOW
55,2026,REG,3,401872963,2026-09-29T00:15Z,00-0034320,Kentavius Street,CHI,PHI,HOME,DL,0.492,0.0,1.0,0.4936,1.0,2.0,0.4,0.333,0.5,0.286,3.0,2.5,0.4,1.032,1.818,,17.3,10.5,2.3,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.973,1.0,66.0,79.0,LESS,20000,36.5,9.7,7.5,1.5,1.0,0.2,0.1,0.0,36.5,9.7,7.5,1.5,1.0,0.2,0.1,36.5,7.5,1.0,0.1,LOW
56,2026,REG,3,401872960,2026-09-27T20:25Z,00-0027940,Von Miller,DAL,BAL,HOME,LB,0.479,0.0,1.0,0.4843,0.0,9.0,0.6,0.55,0.0,0.643,2.5,1.0,0.8,1.477,2.727,,28.7,9.5,2.8,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,1.009,1.0,54.0,83.0,LESS,20000,35.5,9.6,7.4,1.6,1.1,0.2,0.1,0.0,35.5,9.6,7.4,1.6,1.1,0.2,0.1,35.5,7.4,1.1,0.1,LOW
57,2026,REG,3,401872956,2026-09-27T17:00Z,00-0034805,John Franklin-Myers,TEN,NYG,AWAY,DL,0.465,0.0,1.0,0.456,1.0,7.5,0.6,0.45,0.5,0.5,2.0,1.5,0.8,1.498,2.727,,26.0,10.5,3.1,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,1.009,1.0,43.0,83.0,LESS,20000,34.7,9.1,7.1,1.5,1.0,0.2,0.1,0.0,34.7,9.1,7.1,1.5,1.0,0.2,0.1,34.7,7.1,1.0,0.1,FADE
58,2026,REG,3,401872952,2026-09-27T17:00Z,00-0039006,Felix Anudike-Uzomah,KC,MIA,AWAY,DL,0.456,0.0,1.0,0.4497,1.0,0.0,0.5,0.5,0.5,,4.5,1.5,1.0,1.678,3.03,,28.9,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,1.021,0.35,90.0,42.0,LESS,20000,34.5,8.4,6.5,1.3,0.9,0.1,0.1,0.0,34.5,8.4,6.5,1.3,0.9,0.1,0.1,34.5,6.5,0.9,0.1,FADE
59,2026,REG,3,401872952,2026-09-27T17:00Z,00-0040748,Omarr Norman-Lott,KC,MIA,AWAY,DL,0.451,0.0,1.0,0.4364,0.0,1.0,0.5,0.5,,0.5,4.5,1.5,0.5,1.239,2.273,,30.3,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.991,0.35,90.0,42.0,LESS,20000,34.1,8.4,6.5,1.3,0.9,0.2,0.1,0.0,34.1,8.4,6.5,1.3,0.9,0.2,0.1,34.1,6.5,0.9,0.1,FADE
60,2026,REG,3,401872952,2026-09-27T17:00Z,00-0041501,R Mason Thomas,KC,MIA,AWAY,DL,0.45,0.0,1.0,0.4497,1.0,0.0,0.5,0.5,0.5,,4.5,1.5,1.0,1.678,3.03,,28.9,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,1.021,0.35,90.0,42.0,LESS,20000,33.9,8.6,6.6,1.2,0.8,0.1,0.1,0.0,33.9,8.6,6.6,1.2,0.8,0.1,0.1,33.9,6.6,0.8,0.1,FADE
61,2026,REG,3,401872954,2026-09-27T17:00Z,00-0036902,Joseph Ossai,NYJ,DET,AWAY,LB,0.442,0.0,1.0,0.4424,0.0,5.0,0.4,0.4,,0.357,2.5,3.0,1.2,2.064,3.636,,34.6,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.081,1.045,1.0,54.0,82.0,LESS,20000,33.6,8.0,6.1,1.2,0.9,0.1,0.1,0.0,33.6,8.0,6.1,1.2,0.9,0.1,0.1,33.6,6.1,0.9,0.1,FADE
62,2026,REG,3,401872950,2026-09-27T17:00Z,00-0040678,Derrick Harmon,PIT,CIN,HOME,DL,0.44,0.0,1.0,0.445,0.5,4.0,0.5,0.25,0.25,0.308,3.0,3.5,0.6,1.214,2.273,,30.3,7.5,2.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.991,1.0,66.0,82.0,LESS,20000,33.3,8.1,6.3,1.2,0.8,0.2,0.1,0.0,33.3,8.1,6.3,1.2,0.8,0.2,0.1,33.3,6.3,0.8,0.1,FADE
63,2026,REG,3,401872963,2026-09-29T00:15Z,00-0039740,Jalyx Hunt,PHI,CHI,AWAY,LB,0.431,0.0,1.0,0.4172,0.0,6.5,0.4,0.45,0.0,0.382,3.0,1.5,1.0,1.909,3.448,,46.0,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,1.038,1.0,66.0,82.0,LESS,20000,32.7,7.9,5.9,1.1,0.8,0.1,0.1,0.0,32.7,7.9,5.9,1.1,0.8,0.1,0.1,32.7,5.9,0.8,0.1,FADE
64,2026,REG,3,401872948,2026-09-25T00:15Z,00-0039070,Gervon Dexter Sr.,ATL,GB,AWAY,DL,0.428,0.0,1.0,0.4214,0.5,6.0,0.3,0.25,0.25,0.333,3.5,2.0,1.0,1.934,3.448,,46.0,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,1.038,1.0,78.0,82.0,LESS,20000,32.3,7.9,6.0,1.2,0.8,0.1,0.1,0.0,32.3,7.9,6.0,1.2,0.8,0.1,0.1,32.3,6.0,0.8,0.1,FADE
65,2026,REG,3,401872949,2026-09-27T17:00Z,00-0037251,Alex Wright,CLE,CAR,HOME,DL,0.423,0.0,1.0,0.4231,0.0,5.5,0.5,0.45,,0.423,2.0,2.0,1.2,2.039,3.636,,34.6,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,1.045,1.0,43.0,82.0,LESS,20000,32.2,7.7,5.8,1.1,0.8,0.1,0.1,0.0,32.2,7.7,5.8,1.1,0.8,0.1,0.1,32.2,5.8,0.8,0.1,FADE
66,2026,REG,3,401872950,2026-09-27T17:00Z,00-0038546,Myles Murphy,CIN,PIT,AWAY,DL,0.421,0.0,1.0,0.4227,0.5,5.5,0.3,0.45,0.25,0.367,3.0,4.0,0.6,1.007,1.818,,17.3,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.973,1.0,66.0,82.0,LESS,20000,31.8,7.7,6.0,1.1,0.8,0.2,0.1,0.0,31.8,7.7,6.0,1.1,0.8,0.2,0.1,31.8,6.0,0.8,0.1,FADE
67,2026,REG,3,401872955,2026-09-27T17:00Z,00-0031933,Leonard Williams,SEA,WAS,AWAY,DL,0.414,0.0,1.0,0.4136,2.0,8.0,0.6,0.4,1.0,0.421,0.5,2.5,1.0,1.653,3.03,,28.9,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.021,1.0,20.0,81.0,LESS,20000,31.7,7.3,5.6,1.1,0.8,0.1,0.1,0.0,31.7,7.3,5.6,1.1,0.8,0.1,0.1,31.7,5.6,0.8,0.1,FADE
68,2026,REG,3,401872953,2026-09-27T17:00Z,00-0039111,Tuli Tuipulotu,LAC,BUF,AWAY,LB,0.408,0.0,1.0,0.4112,0.0,14.0,0.4,0.7,0.0,0.875,2.0,1.5,1.2,2.31,4.138,,55.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,1.066,1.0,43.0,81.0,LESS,20000,31.3,7.0,5.3,1.0,0.7,0.1,0.1,0.0,31.3,7.0,5.3,1.0,0.7,0.1,0.1,31.3,5.3,0.7,0.1,FADE
69,2026,REG,3,401872954,2026-09-27T17:00Z,00-0036964,Derrick Barnes,DET,NYJ,HOME,LB,0.4,0.0,1.0,0.3999,2.0,4.0,0.4,0.2,1.0,0.235,2.0,3.5,0.4,0.991,1.818,,24.2,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.973,1.0,43.0,81.0,LESS,20000,30.8,6.9,5.2,1.0,0.7,0.1,0.1,0.0,30.8,6.9,5.2,1.0,0.7,0.1,0.1,30.8,5.2,0.7,0.1,FADE
70,2026,REG,3,401872961,2026-09-27T20:25Z,00-0027962,Cameron Jordan,NO,LV,HOME,LB,0.392,0.0,1.0,0.3966,0.0,10.5,0.8,0.8,0.0,0.618,1.0,2.0,1.2,2.21,4.138,,55.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.066,1.0,20.0,81.0,LESS,20000,30.4,6.6,4.9,0.9,0.6,0.1,0.0,0.0,30.4,6.6,4.9,0.9,0.6,0.1,0.0,30.4,4.9,0.6,0.0,FADE
71,2026,REG,3,401872957,2026-09-27T17:00Z,00-0040329,BJ Green II,JAX,NE,HOME,DL,0.398,0.0,1.0,0.4038,0.0,2.0,0.4,0.25,,0.25,3.0,2.5,0.2,1.082,1.818,,17.3,10.5,1.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.973,1.0,66.0,71.0,LESS,20000,30.2,7.2,5.6,0.9,0.6,0.1,0.1,0.0,30.2,7.2,5.6,0.9,0.6,0.1,0.1,30.2,5.6,0.6,0.1,FADE
72,2026,REG,3,401872951,2026-09-27T17:00Z,00-0039031,Adetomiwa Adebawore,IND,HOU,HOME,DL,0.386,0.0,1.0,0.3813,0.0,4.0,0.4,0.35,0.0,0.286,3.5,2.0,0.4,0.991,1.818,,24.2,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.973,1.0,78.0,81.0,LESS,20000,29.9,6.6,5.1,0.8,0.6,0.1,0.1,0.0,29.9,6.6,5.1,0.8,0.6,0.1,0.1,29.9,5.1,0.6,0.1,FADE
73,2026,REG,3,401872948,2026-09-25T00:15Z,00-0040577,Jalon Walker,ATL,GB,AWAY,LB,0.386,0.0,1.0,0.3922,0.0,5.5,0.1,0.45,,0.393,3.5,2.0,0.6,1.18,2.069,,27.6,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.983,1.0,78.0,81.0,LESS,20000,29.9,6.5,4.9,0.8,0.5,0.1,0.1,0.0,29.9,6.5,4.9,0.8,0.5,0.1,0.1,29.9,4.9,0.5,0.1,FADE
74,2026,REG,3,401872963,2026-09-29T00:15Z,00-0039013,Nolan Smith,PHI,CHI,AWAY,LB,0.386,0.0,1.0,0.3884,1.0,3.0,0.2,0.3,0.5,0.231,3.0,1.5,0.6,1.155,2.069,,27.6,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.983,1.0,66.0,81.0,LESS,20000,29.8,6.4,5.0,0.9,0.6,0.1,0.1,0.0,29.8,6.4,5.0,0.9,0.6,0.1,0.1,29.8,5.0,0.6,0.1,FADE
75,2026,REG,3,401872949,2026-09-27T17:00Z,00-0037244,Devin Lloyd,CAR,CLE,AWAY,LB,0.382,0.0,1.0,0.3761,1.0,1.5,0.2,0.25,0.5,0.094,3.5,2.0,0.4,0.753,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.955,1.0,78.0,80.0,LESS,20000,29.5,6.4,4.8,0.9,0.6,0.1,0.1,0.0,29.5,6.4,4.8,0.9,0.6,0.1,0.1,29.5,4.8,0.6,0.1,FADE
76,2026,REG,3,401872949,2026-09-27T17:00Z,00-0040685,Mason Graham,CLE,CAR,HOME,DL,0.381,0.0,1.0,0.3777,2.0,0.5,0.4,0.2,1.0,0.029,2.0,2.0,0.6,1.105,2.069,,27.6,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,0.983,1.0,43.0,80.0,LESS,20000,29.5,6.5,4.9,0.8,0.5,0.1,0.1,0.0,29.5,6.5,4.9,0.8,0.5,0.1,0.1,29.5,4.9,0.5,0.1,FADE
77,2026,REG,3,401872959,2026-09-27T20:05Z,00-0040158,David Walker,TB,MIN,HOME,LB,0.378,0.0,1.0,0.3757,1.0,0.0,0.5,0.5,0.5,,3.0,1.5,0.5,1.239,2.273,,30.3,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.991,0.35,66.0,40.0,LESS,20000,29.3,6.3,4.9,0.8,0.5,0.1,0.1,0.0,29.3,6.3,4.9,0.8,0.5,0.1,0.1,29.3,4.9,0.5,0.1,FADE
78,2026,REG,3,401872959,2026-09-27T20:05Z,00-0041502,Josiah Trotter,TB,MIN,HOME,LB,0.376,0.0,1.0,0.3757,1.0,0.0,0.5,0.5,0.5,,3.0,1.5,0.5,1.239,2.273,,30.3,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.991,0.35,66.0,40.0,LESS,20000,29.3,6.2,4.6,0.7,0.5,0.1,0.0,0.0,29.3,6.2,4.6,0.7,0.5,0.1,0.0,29.3,4.6,0.5,0.0,FADE
79,2026,REG,3,401872962,2026-09-28T00:20Z,00-0035763,Malcolm Roach,DEN,LAR,HOME,DL,0.373,0.0,1.0,0.3725,1.0,6.0,0.6,0.5,0.5,0.429,0.5,2.0,1.4,2.662,4.828,,64.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.093,1.0,20.0,80.0,LESS,20000,29.1,6.2,4.7,0.8,0.5,0.1,0.1,0.0,29.1,6.2,4.7,0.8,0.5,0.1,0.1,29.1,4.7,0.5,0.1,FADE
80,2026,REG,3,401872959,2026-09-27T20:05Z,00-0033046,Jihad Ward,MIN,TB,AWAY,LB,0.375,0.0,1.0,0.3785,0.0,5.0,0.1,0.4,,0.294,3.5,4.0,1.4,2.787,4.828,,64.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,1.093,1.0,78.0,80.0,LESS,20000,29.0,6.3,4.8,0.8,0.6,0.1,0.1,0.0,29.0,6.3,4.8,0.8,0.6,0.1,0.1,29.0,4.8,0.6,0.1,FADE
81,2026,REG,3,401872960,2026-09-27T20:25Z,00-0033935,Trey Hendrickson,BAL,DAL,AWAY,LB,0.367,0.0,1.0,0.367,1.0,4.0,0.6,0.556,0.5,0.571,1.0,2.5,0.6,1.486,2.727,,36.4,7.5,1.7,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.009,1.0,20.0,75.0,LESS,20000,28.5,6.0,4.6,0.8,0.5,0.1,0.0,0.0,28.5,6.0,4.6,0.8,0.5,0.1,0.0,28.5,4.6,0.5,0.0,FADE
82,2026,REG,3,401872955,2026-09-27T17:00Z,00-0036286,K'Lavon Chaisson,WAS,SEA,HOME,LB,0.361,0.0,1.0,0.3614,1.0,10.5,0.4,0.5,0.5,0.553,1.5,2.5,2.0,3.917,6.897,,92.0,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.176,1.0,31.0,80.0,LESS,20000,28.3,5.9,4.4,0.7,0.4,0.1,0.0,0.0,28.3,5.9,4.4,0.7,0.4,0.1,0.0,28.3,4.4,0.4,0.0,FADE
83,2026,REG,3,401872955,2026-09-27T17:00Z,00-0034373,Dorance Armstrong,WAS,SEA,HOME,LB,0.356,0.0,1.0,0.3596,0.0,5.5,0.7,0.786,0.0,0.917,1.5,2.5,1.2,1.989,3.636,,34.6,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.045,0.875,31.0,65.0,LESS,20000,28.0,5.7,4.2,0.6,0.4,0.0,0.0,0.0,28.0,5.7,4.2,0.6,0.4,0.0,0.0,28.0,4.2,0.4,0.0,FADE
84,2026,REG,3,401872959,2026-09-27T20:05Z,00-0035942,Christian Rozeboom,TB,MIN,HOME,LB,0.357,0.0,1.0,0.3512,0.0,2.0,0.4,0.2,,0.125,3.0,1.5,0.4,0.991,1.818,,24.2,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.973,1.0,66.0,80.0,LESS,20000,27.8,5.9,4.3,0.7,0.5,0.1,0.1,0.0,27.8,5.9,4.3,0.7,0.5,0.1,0.1,27.8,4.3,0.5,0.1,FADE
85,2026,REG,3,401872960,2026-09-27T20:25Z,00-0036130,Nnamdi Madubuike,BAL,DAL,AWAY,DL,0.354,0.0,1.0,0.3444,0.0,2.0,1.0,1.0,,1.0,1.0,2.5,1.5,2.763,5.172,,69.0,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.107,0.35,20.0,40.0,LESS,20000,27.8,5.6,4.2,0.7,0.5,0.1,0.0,0.0,27.8,5.6,4.2,0.7,0.5,0.1,0.0,27.8,4.2,0.5,0.0,FADE
86,2026,REG,3,401872948,2026-09-25T00:15Z,00-0037075,Devonte Wyatt,GB,ATL,HOME,DL,0.354,0.0,1.0,0.3554,0.0,4.0,0.4,0.3,0.0,0.444,3.0,3.5,0.4,0.991,1.818,,24.2,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.973,1.0,66.0,80.0,LESS,20000,27.7,5.6,4.4,0.6,0.4,0.0,0.0,0.0,27.7,5.6,4.4,0.6,0.4,0.0,0.0,27.7,4.4,0.4,0.0,FADE
87,2026,REG,3,401872961,2026-09-27T20:25Z,00-0034275,Foley Fatukasi,LV,NO,AWAY,DL,0.354,0.0,1.0,0.3512,0.5,1.5,0.2,0.333,0.25,0.375,4.0,4.0,0.4,0.753,1.379,,18.4,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.955,0.75,90.0,60.0,LESS,20000,27.7,5.6,4.2,0.7,0.4,0.1,0.0,0.0,27.7,5.6,4.2,0.7,0.4,0.1,0.0,27.7,4.2,0.4,0.0,FADE
88,2026,REG,3,401872949,2026-09-27T17:00Z,00-0033131,Maliek Collins,CLE,CAR,HOME,DL,0.348,0.0,1.0,0.3489,0.0,6.5,0.5,0.5,0.0,0.591,2.0,2.0,1.0,1.884,3.448,,46.0,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,1.038,1.0,43.0,80.0,LESS,20000,27.3,5.4,4.0,0.7,0.4,0.1,0.0,0.0,27.3,5.4,4.0,0.7,0.4,0.1,0.0,27.3,4.0,0.4,0.0,FADE
89,2026,REG,3,401872951,2026-09-27T17:00Z,00-0035674,Jerry Tillery,IND,HOU,HOME,DL,0.344,0.0,1.0,0.3434,1.0,1.5,0.2,0.15,0.5,0.136,3.5,2.0,0.2,0.495,0.909,,12.1,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.936,1.0,78.0,80.0,LESS,20000,27.3,5.4,4.0,0.6,0.4,0.0,0.0,0.0,27.3,5.4,4.0,0.6,0.4,0.0,0.0,27.3,4.0,0.4,0.0,FADE
90,2026,REG,3,401872955,2026-09-27T17:00Z,00-0039906,Jer'Zhan Newton,WAS,SEA,HOME,DL,0.343,0.0,1.0,0.3532,0.0,5.0,0.6,0.5,,0.385,1.5,2.5,1.0,1.859,3.448,,46.0,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.038,1.0,31.0,80.0,LESS,20000,27.0,5.3,4.1,0.6,0.5,0.1,0.0,0.0,27.0,5.3,4.1,0.6,0.5,0.1,0.0,27.0,4.1,0.5,0.0,FADE
91,2026,REG,3,401872955,2026-09-27T17:00Z,00-0040314,Ricky Barber,WAS,SEA,HOME,DL,0.342,0.0,1.0,0.3366,0.0,1.0,1.0,1.0,,1.0,1.5,2.5,1.0,2.477,4.545,,60.6,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.082,0.35,31.0,34.0,LESS,20000,26.8,5.3,4.1,0.6,0.4,0.1,0.0,0.0,26.8,5.3,4.1,0.6,0.4,0.1,0.0,26.8,4.1,0.4,0.0,FADE
92,2026,REG,3,401872956,2026-09-27T17:00Z,00-0034163,Jacob Martin,TEN,NYG,AWAY,DL,0.341,0.0,1.0,0.3432,1.0,5.5,0.4,0.3,0.5,0.324,2.0,1.5,1.0,1.703,3.03,,28.9,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.865,1.021,1.0,43.0,80.0,LESS,20000,26.7,5.3,4.0,0.6,0.5,0.1,0.0,0.0,26.7,5.3,4.0,0.6,0.5,0.1,0.0,26.7,4.0,0.5,0.0,FADE
93,2026,REG,3,401872958,2026-09-27T20:05Z,00-0041556,Romello Height,SF,ARI,HOME,DL,0.336,0.0,1.0,0.3366,1.0,0.0,1.0,1.0,1.0,,1.5,2.0,0.0,2.83,4.545,,43.3,10.5,0.0,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.082,0.35,31.0,34.0,LESS,20000,26.6,5.1,3.8,0.6,0.4,0.1,0.0,0.0,26.6,5.1,3.8,0.6,0.4,0.1,0.0,26.6,3.8,0.4,0.0,FADE
94,2026,REG,3,401872963,2026-09-29T00:15Z,00-0036480,Dayo Odeyingbo,CHI,PHI,HOME,DL,0.33,0.0,1.0,0.3328,1.0,1.0,0.2,0.2,0.5,0.125,3.0,2.5,0.6,1.032,1.818,,17.3,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.297,0.973,1.0,66.0,79.0,LESS,20000,26.3,4.9,3.7,0.5,0.3,0.1,0.0,0.0,26.3,4.9,3.7,0.5,0.3,0.1,0.0,26.3,3.7,0.3,0.0,FADE
95,2026,REG,3,401872962,2026-09-28T00:20Z,00-0041404,Wesley Bailey,LAR,DEN,AWAY,LB,0.331,0.0,1.0,0.3286,1.0,0.0,1.0,1.0,1.0,,1.5,1.0,1.0,2.477,4.545,,60.6,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.082,0.35,31.0,34.0,LESS,20000,26.1,4.9,3.7,0.6,0.4,0.1,0.1,0.0,26.1,4.9,3.7,0.6,0.4,0.1,0.1,26.1,3.7,0.4,0.1,FADE
96,2026,REG,3,401872960,2026-09-27T20:25Z,00-0040722,Mike Green,BAL,DAL,AWAY,LB,0.329,0.0,1.0,0.3345,1.0,3.5,0.4,0.3,1.0,0.206,1.0,2.5,1.0,1.909,3.448,,46.0,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.038,1.0,20.0,79.0,LESS,20000,25.9,4.9,3.8,0.6,0.4,0.1,0.1,0.0,25.9,4.9,3.8,0.6,0.4,0.1,0.1,25.9,3.8,0.4,0.1,FADE
97,2026,REG,3,401872951,2026-09-27T17:00Z,00-0034825,Arden Key,IND,HOU,HOME,DL,0.325,0.0,1.0,0.3315,0.5,4.0,0.1,0.35,0.25,0.333,3.5,2.0,0.6,1.057,1.818,,17.3,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.973,1.0,78.0,79.0,LESS,20000,25.8,4.9,3.7,0.5,0.3,0.0,0.0,0.0,25.8,4.9,3.7,0.5,0.3,0.0,0.0,25.8,3.7,0.3,0.0,FADE
98,2026,REG,3,401872955,2026-09-27T17:00Z,00-0039047,Derick Hall,SEA,WAS,AWAY,LB,0.322,0.0,1.0,0.3257,1.0,4.0,0.6,0.4,0.5,0.235,0.5,2.5,1.2,2.26,4.138,,55.2,7.5,2.2,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.066,1.0,20.0,79.0,LESS,20000,25.7,4.6,3.5,0.5,0.3,0.1,0.0,0.0,25.7,4.6,3.5,0.5,0.3,0.1,0.0,25.7,3.5,0.3,0.0,FADE
99,2026,REG,3,401872957,2026-09-27T17:00Z,00-0035678,Dre'Mont Jones,NE,JAX,AWAY,LB,0.32,0.0,1.0,0.3207,1.0,7.0,0.4,0.35,0.5,0.412,1.5,3.0,2.4,4.227,7.273,,69.3,10.5,3.5,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,0.65,1.191,1.0,31.0,79.0,LESS,20000,25.7,4.5,3.4,0.5,0.3,0.0,0.0,0.0,25.7,4.5,3.4,0.5,0.3,0.0,0.0,25.7,3.4,0.3,0.0,FADE
100,2026,REG,3,401872949,2026-09-27T17:00Z,00-0040136,Princely Umanmielen,CAR,CLE,AWAY,LB,0.319,0.0,1.0,0.3205,1.0,1.5,0.2,0.1,0.5,0.107,3.5,2.0,0.2,0.495,0.909,,12.1,7.5,1.6,SOURCE,ESTIMATED,ESTIMATED,ESTIMATED,1.45,0.936,1.0,78.0,79.0,LESS,20000,25.4,4.7,3.6,0.4,0.3,0.0,0.0,0.0,25.4,4.7,3.6,0.4,0.3,0.0,0.0,25.4,3.6,0.3,0.0,FADE
