rank,model_season,season_type,target_week,target_slate,player_id,player_name,team,roster_status,years_exp,jersey_number,headshot_url,prior_context,team_prior_attempts,team_prior_ypa,team_prior_yards,games_sample,data_through_season,last_5_avg,last_10_avg,last_15_avg,season_avg,prior_season_avg,last_5_attempts,last_10_attempts,season_attempts,last_5_ypa,last_10_ypa,season_ypa,normal_attempts,projected_ypa,baseline_yards,player_std,projection_source,normal_projected_attempts,projected_attempts,preseason_usage_source,preseason_usage_bucket,projected_passing_yards,model_std,sim_p10,sim_p25,sim_median,sim_p75,sim_p90,prob_100_plus,grade_100_plus,prob_110_plus,grade_110_plus,prob_120_plus,grade_120_plus,prob_130_plus,grade_130_plus,prob_140_plus,grade_140_plus,prob_150_plus,grade_150_plus,prob_160_plus,grade_160_plus,prob_170_plus,grade_170_plus,prob_180_plus,grade_180_plus,prob_190_plus,grade_190_plus,prob_200_plus,grade_200_plus,prob_210_plus,grade_210_plus,prob_220_plus,grade_220_plus,prob_230_plus,grade_230_plus,prob_240_plus,grade_240_plus,prob_250_plus,grade_250_plus,prob_260_plus,grade_260_plus,prob_270_plus,grade_270_plus,prob_280_plus,grade_280_plus,prob_290_plus,grade_290_plus,prob_300_plus,grade_300_plus,prob_310_plus,grade_310_plus,prob_320_plus,grade_320_plus,prob_330_plus,grade_330_plus,prob_340_plus,grade_340_plus,prob_350_plus,grade_350_plus,prob_360_plus,grade_360_plus,prob_370_plus,grade_370_plus,prob_380_plus,grade_380_plus,prob_390_plus,grade_390_plus,prob_400_plus,grade_400_plus,pass_depth_prob_5_plus,pass_depth_prob_10_plus,pass_depth_prob_15_plus,pass_depth_prob_20_plus,pass_depth_prob_25_plus,pass_depth_prob_30_plus,pass_depth_source,pass_depth_attempt_sample,opponent,home_away,game_id,game_date,game_name
69,2026,PRE,1,Preseason Week 1,00-0036971,Trevor Lawrence,JAX,ACT,5,16.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/d75srntioly7fq0z8vip",TEAM_BLEND,29.9,6.86,205.6,43,2025.0,274.2,238.7,237.2,235.7,204.5,33.0,30.1,32.9,8.36,7.91,7.27,31.9,7.82,245.2,44.9261910134389,NFL_HISTORY,31.9,11.0,AUTO_PRESEASON_USAGE,starter_like,109.9,29.7,71.5,89.8,109.8,129.8,148.1,63.0,SOLID,49.8,COIN FLIP,36.5,LOW,24.8,VERY LOW,15.5,VERY LOW,8.9,VERY LOW,4.6,VERY LOW,2.1,VERY LOW,0.9,VERY LOW,0.4,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,96.8,92.8,83.3,67.0,52.2,39.5,QB_3_SEASON_EMPIRICAL,1773,NO,away,2026_PRE_W1_JAX_NO,,JAX at NO
70,2026,PRE,1,Preseason Week 1,00-0035710,Daniel Jones,IND,ACT,7,17.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nhuiypfjzpkisxllinyv",TEAM_BLEND,29.9,6.94,207.5,28,2025.0,250.2,245.3,244.6,253.4,207.0,32.6,31.4,31.4,7.86,7.92,8.16,31.8,7.83,242.8,53.869345324666604,NFL_HISTORY,31.8,11.0,AUTO_PRESEASON_USAGE,starter_like,109.7,34.1,65.9,86.5,109.7,132.6,153.3,61.1,SOLID,49.6,COIN FLIP,38.2,LOW,27.5,LOW,18.7,VERY LOW,11.9,VERY LOW,6.9,VERY LOW,3.8,VERY LOW,1.9,VERY LOW,0.9,VERY LOW,0.4,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,96.9,91.8,81.0,65.0,47.7,36.1,QB_3_SEASON_EMPIRICAL,1123,NE,away,2026_PRE_W1_IND_NE,,IND at NE
71,2026,PRE,1,Preseason Week 1,00-0037834,Brock Purdy,SF,ACT,4,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/xykdxnvxpf9pobxvkjfj",TEAM_BLEND,30.4,7.1,217.1,40,2025.0,237.6,254.4,238.5,240.8,257.6,30.6,31.9,31.6,7.64,7.87,7.55,31.1,7.62,244.7,79.48218087976373,NFL_HISTORY,31.1,11.0,AUTO_PRESEASON_USAGE,starter_like,107.9,46.2,48.2,76.6,107.8,139.0,166.9,56.7,LEAN,48.1,COIN FLIP,39.6,LOW,31.5,LOW,24.3,VERY LOW,18.1,VERY LOW,13.0,VERY LOW,8.9,VERY LOW,5.8,VERY LOW,3.7,VERY LOW,2.3,VERY LOW,1.3,VERY LOW,0.8,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,97.3,92.3,80.0,66.0,48.1,34.6,QB_3_SEASON_EMPIRICAL,1644,TEN,home,2026_PRE_W1_TEN_SF,,TEN at SF
72,2026,PRE,1,Preseason Week 1,00-0040704,Dillon Gabriel,CLE,ACT,1,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/szpyvusef9jvoctbnkbk",TEAM_BLEND,30.4,6.42,196.0,6,2025.0,145.6,153.0,153.0,153.0,,29.4,30.0,30.0,5.43,5.49,5.49,29.8,5.58,150.0,55.42150744945434,NFL_HISTORY,29.8,18.0,AUTO_PRESEASON_USAGE,young_backup,107.8,50.1,43.8,74.3,107.9,141.6,171.8,56.3,LEAN,48.3,COIN FLIP,40.4,COIN FLIP,32.9,LOW,26.0,LOW,19.9,VERY LOW,14.7,VERY LOW,10.6,VERY LOW,7.4,VERY LOW,5.0,VERY LOW,3.3,VERY LOW,2.0,VERY LOW,1.2,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,99.8,97.9,87.0,76.4,49.6,7.4,QB_3_SEASON_EMPIRICAL,235,CHI,away,2026_PRE_W1_CLE_CHI,,CLE at CHI
73,2026,PRE,1,Preseason Week 1,00-0036442,Joe Burrow,CIN,ACT,6,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/gnnvcgui1cijybukk2w7",TEAM_BLEND,31.9,6.81,219.1,35,2025.0,271.8,249.8,270.3,226.1,289.3,35.4,35.4,32.4,7.84,7.01,6.95,34.5,7.3,260.7,73.34170801918566,NFL_HISTORY,34.5,11.0,AUTO_PRESEASON_USAGE,starter_like,107.4,42.0,53.5,79.0,107.6,135.8,161.2,57.1,LEAN,47.7,COIN FLIP,38.4,LOW,29.6,LOW,21.9,VERY LOW,15.5,VERY LOW,10.5,VERY LOW,6.9,VERY LOW,4.2,VERY LOW,2.5,VERY LOW,1.4,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,96.6,89.1,74.8,55.9,41.7,32.3,QB_3_SEASON_EMPIRICAL,1574,DET,home,2026_PRE_W1_DET_CIN,,DET at CIN
74,2026,PRE,1,Preseason Week 1,00-0036972,Mac Jones,SF,ACT,5,10.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/v5sg1z9qvdpjeapblndz",TEAM_BLEND,30.4,7.1,217.1,28,2025.0,249.2,255.0,245.6,268.9,185.1,32.0,34.3,36.1,7.75,7.47,7.48,33.2,7.54,244.3,73.71521822280535,NFL_HISTORY,33.2,11.0,AUTO_PRESEASON_USAGE,starter_like,107.1,42.2,53.3,78.7,107.1,135.6,161.2,56.6,LEAN,47.2,COIN FLIP,38.1,LOW,29.4,LOW,21.9,VERY LOW,15.4,VERY LOW,10.5,VERY LOW,6.8,VERY LOW,4.2,VERY LOW,2.5,VERY LOW,1.4,VERY LOW,0.8,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,96.7,91.5,79.3,62.3,43.9,29.1,QB_3_SEASON_EMPIRICAL,1101,TEN,home,2026_PRE_W1_TEN_SF,,TEN at SF
75,2026,PRE,1,Preseason Week 1,00-0035264,Jarrett Stidham,DEN,ACT,7,8.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/hlq7q7zkusdhmudwbodl",TEAM_BLEND,31.1,6.78,210.9,2,2023.0,248.0,248.0,248.0,248.0,,33.0,33.0,33.0,7.5,7.5,7.5,32.8,7.41,248.0,33.94112549695428,LIMITED_NFL_HISTORY,32.8,11.0,AUTO_PRESEASON_USAGE,starter_like,106.5,26.5,72.6,88.7,106.6,124.4,140.6,59.7,LEAN,44.9,COIN FLIP,30.6,LOW,18.8,VERY LOW,10.4,VERY LOW,5.0,VERY LOW,2.1,VERY LOW,0.8,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,95.9,88.2,68.5,63.4,60.3,45.2,QB_3_SEASON_EMPIRICAL,123,ATL,away,2026_PRE_W1_DEN_ATL,,DEN at ATL
76,2026,PRE,1,Preseason Week 1,00-0037327,Skylar Thompson,BAL,ACT,4,17.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/kjzk0fsbhfjrt0kffh46",TEAM_BLEND,27.1,7.29,194.5,2,2024.0,93.5,93.5,93.5,93.5,,16.5,16.5,16.5,5.67,5.67,5.67,17.6,5.87,93.5,19.091883092036785,LIMITED_NFL_HISTORY,17.6,18.0,AUTO_PRESEASON_USAGE,young_backup,103.8,34.5,59.7,80.7,104.0,127.2,148.2,54.6,LEAN,43.1,COIN FLIP,32.1,LOW,22.4,VERY LOW,14.8,VERY LOW,9.1,VERY LOW,5.2,VERY LOW,2.7,VERY LOW,1.3,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,100.0,98.7,88.7,65.1,45.2,37.7,TEAM_LEAGUE_3_SEASON_EMPIRICAL,2437,PHI,home,2026_PRE_W1_PHI_BAL,,PHI at BAL
77,2026,PRE,1,Preseason Week 1,00-0033537,Deshaun Watson,CLE,ACT,9,4.0,"https://static.www.nfl.com/image/private/f_auto,q_auto/league/otfs2docj6eahaebo5xn",TEAM_BLEND,30.4,6.42,196.0,12,2024.0,158.6,186.9,188.2,164.0,222.0,27.4,31.3,30.9,6.02,6.16,5.62,29.4,6.02,177.8,37.564471173060504,NFL_HISTORY,29.4,15.0,AUTO_PRESEASON_USAGE,veteran_backup,103.4,34.7,58.9,80.0,103.4,126.7,147.6,53.9,LEAN,42.4,COIN FLIP,31.6,LOW,22.0,VERY LOW,14.5,VERY LOW,8.9,VERY LOW,5.1,VERY LOW,2.8,VERY LOW,1.4,VERY LOW,0.6,VERY LOW,0.3,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,99.3,97.0,84.7,66.3,46.2,27.8,QB_3_SEASON_EMPIRICAL,503,CHI,away,2026_PRE_W1_CLE_CHI,,CLE at CHI
78,2026,PRE,1,Preseason Week 1,00-0039917,Michael Penix Jr.,ATL,ACT,2,9.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/azvyjzp2sa8cnljbp3i7",TEAM_BLEND,29.6,6.91,205.1,12,2025.0,212.8,229.4,226.6,220.2,245.7,30.2,31.4,30.7,7.48,7.59,7.53,30.5,7.45,223.9,52.499521226529794,NFL_HISTORY,30.5,11.0,AUTO_PRESEASON_USAGE,starter_like,103.2,34.3,59.3,80.0,103.2,126.4,147.0,53.8,LEAN,42.1,COIN FLIP,31.1,LOW,21.8,VERY LOW,14.1,VERY LOW,8.5,VERY LOW,4.8,VERY LOW,2.5,VERY LOW,1.2,VERY LOW,0.6,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,97.2,92.4,83.2,67.2,48.8,26.4,QB_3_SEASON_EMPIRICAL,458,DEN,home,2026_PRE_W1_DEN_ATL,,DEN at ATL
79,2026,PRE,1,Preseason Week 1,00-0033873,Patrick Mahomes,KC,ACT,9,15.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/iireqbn32cpg9fn4sfy7",TEAM_BLEND,30.5,6.63,205.2,46,2025.0,247.6,264.8,260.5,256.2,245.5,37.2,36.0,35.9,6.61,7.37,7.15,36.0,6.93,253.7,62.13703558380061,NFL_HISTORY,36.0,11.0,AUTO_PRESEASON_USAGE,starter_like,102.9,36.4,56.2,78.4,102.7,127.4,149.5,53.0,LEAN,42.2,COIN FLIP,32.0,LOW,22.9,VERY LOW,15.4,VERY LOW,9.8,VERY LOW,5.9,VERY LOW,3.3,VERY LOW,1.8,VERY LOW,0.9,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,95.8,88.7,74.0,56.2,44.6,31.3,QB_3_SEASON_EMPIRICAL,2339,LAR,home,2026_PRE_W1_LAR_KC,,LAR at KC
80,2026,PRE,1,Preseason Week 1,00-0026300,Josh Johnson,CIN,ACT,18,11.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/ibuhbuhomisj4t8vvhay",TEAM_BLEND,31.9,6.81,219.1,3,2025.0,124.0,124.0,124.0,124.0,,18.0,18.0,18.0,6.45,6.45,6.45,19.4,6.49,124.0,77.73673520286275,LIMITED_NFL_HISTORY,19.4,15.0,AUTO_PRESEASON_USAGE,veteran_backup,101.4,73.9,6.4,51.7,101.4,151.1,195.8,50.8,LEAN,45.3,COIN FLIP,40.0,COIN FLIP,34.9,LOW,30.0,LOW,25.5,LOW,21.3,VERY LOW,17.5,VERY LOW,14.3,VERY LOW,11.4,VERY LOW,9.1,VERY LOW,7.1,VERY LOW,5.4,VERY LOW,4.2,VERY LOW,3.0,VERY LOW,2.2,VERY LOW,1.6,VERY LOW,1.2,VERY LOW,0.8,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,100.0,97.9,89.1,58.3,48.1,19.5,QB_3_SEASON_EMPIRICAL,69,DET,home,2026_PRE_W1_DET_CIN,,DET at CIN
81,2026,PRE,1,Preseason Week 1,00-0028118,Tyrod Taylor,GB,ACT,15,6.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/nqpyumxuo0e9sitk0a0o",TEAM_BLEND,28.0,7.26,201.2,13,2025.0,154.6,164.1,169.7,154.6,59.5,26.0,24.1,26.0,5.89,6.52,5.89,25.7,6.22,143.7,78.82632350781726,NFL_HISTORY,25.7,15.0,AUTO_PRESEASON_USAGE,veteran_backup,100.9,59.0,25.2,61.0,101.0,140.2,175.9,50.7,LEAN,43.9,COIN FLIP,37.2,LOW,30.9,LOW,25.1,LOW,19.9,VERY LOW,15.5,VERY LOW,11.8,VERY LOW,8.8,VERY LOW,6.4,VERY LOW,4.5,VERY LOW,3.2,VERY LOW,2.1,VERY LOW,1.4,VERY LOW,0.9,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,99.5,94.3,79.2,52.0,46.8,38.9,QB_3_SEASON_EMPIRICAL,426,PIT,away,2026_PRE_W1_GB_PIT,,GB at PIT
82,2026,PRE,1,Preseason Week 1,00-0035993,Tyler Huntley,BAL,ACT,6,5.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/zqrzxwprqfsh4t4aa8lk",TEAM_BLEND,27.1,7.29,194.5,10,2025.0,130.6,140.1,140.1,106.5,165.8,21.6,22.8,16.8,6.07,6.16,6.21,21.6,6.27,133.9,65.37383502127553,NFL_HISTORY,21.6,15.0,AUTO_PRESEASON_USAGE,veteran_backup,100.0,55.5,28.6,62.3,99.8,137.1,170.5,49.8,COIN FLIP,42.6,COIN FLIP,35.7,LOW,29.2,LOW,23.4,VERY LOW,18.2,VERY LOW,13.7,VERY LOW,10.2,VERY LOW,7.3,VERY LOW,5.2,VERY LOW,3.5,VERY LOW,2.3,VERY LOW,1.5,VERY LOW,0.9,VERY LOW,0.5,VERY LOW,0.3,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,99.9,98.0,87.6,52.3,32.7,9.4,QB_3_SEASON_EMPIRICAL,305,PHI,home,2026_PRE_W1_PHI_BAL,,PHI at BAL
83,2026,PRE,1,Preseason Week 1,00-0039918,Caleb Williams,CHI,ACT,2,18.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/h4qs11kutwiw7whekmyt",TEAM_BLEND,30.5,6.76,206.8,34,2025.0,244.0,230.6,235.0,231.9,208.3,34.4,34.5,33.4,7.12,6.71,7.01,33.9,6.94,232.6,50.86837693073554,NFL_HISTORY,33.9,11.0,AUTO_PRESEASON_USAGE,starter_like,99.8,31.4,59.6,78.6,99.8,120.9,140.1,49.7,COIN FLIP,37.1,LOW,25.9,LOW,16.9,VERY LOW,10.0,VERY LOW,5.6,VERY LOW,2.8,VERY LOW,1.3,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,95.9,89.4,79.9,61.8,50.3,32.5,QB_3_SEASON_EMPIRICAL,1527,CLE,home,2026_PRE_W1_CLE_CHI,,CLE at CHI
84,2026,PRE,1,Preseason Week 1,00-0033119,Jacoby Brissett,ARI,ACT,10,7.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/rdxowm5dvpbb8p3aazbc",TEAM_BLEND,31.5,6.83,215.0,20,2025.0,235.6,276.7,255.1,280.5,138.0,36.6,40.4,40.3,6.5,6.87,6.98,37.8,6.74,240.1,55.814564748011584,NFL_HISTORY,37.8,11.0,AUTO_PRESEASON_USAGE,starter_like,99.1,31.7,58.3,77.5,99.1,120.6,139.7,48.9,COIN FLIP,36.7,LOW,25.6,LOW,16.6,VERY LOW,9.8,VERY LOW,5.4,VERY LOW,2.7,VERY LOW,1.2,VERY LOW,0.5,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,95.0,87.3,77.1,55.7,37.5,26.4,QB_3_SEASON_EMPIRICAL,844,LV,away,2026_PRE_W1_ARI_LV,,ARI at LV
85,2026,PRE,1,Preseason Week 1,00-0038658,Adrian Martinez,SF,ACT,3,4.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/uxqlgiljk3wecurnynmg",TEAM_BLEND,30.4,7.1,217.1,0,,,,,,,,,,,,,30.4,7.1,217.1,72.31052430647836,TEAM_PRIOR_NO_NFL_HISTORY,30.4,11.0,AUTO_PRESEASON_USAGE,starter_like,99.0,48.7,36.6,65.8,99.0,131.7,161.3,49.1,COIN FLIP,40.8,COIN FLIP,33.2,LOW,26.1,LOW,19.9,VERY LOW,14.6,VERY LOW,10.5,VERY LOW,7.2,VERY LOW,4.8,VERY LOW,3.1,VERY LOW,1.9,VERY LOW,1.1,VERY LOW,0.6,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,97.4,92.0,77.3,61.3,41.8,29.8,TEAM_LEAGUE_3_SEASON_EMPIRICAL,2820,TEN,home,2026_PRE_W1_TEN_SF,,TEN at SF
86,2026,PRE,1,Preseason Week 1,00-0040589,Kurtis Rourke,SF,ACT,1,14.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/my8ws9pavzbxxfulajzd",TEAM_BLEND,30.4,7.1,217.1,0,,,,,,,,,,,,,30.4,7.1,217.1,72.31052430647836,TEAM_PRIOR_NO_NFL_HISTORY,30.4,11.0,AUTO_PRESEASON_USAGE,starter_like,99.0,48.7,36.2,66.2,98.9,131.8,161.0,49.1,COIN FLIP,40.9,COIN FLIP,33.1,LOW,26.2,LOW,19.9,VERY LOW,14.7,VERY LOW,10.4,VERY LOW,7.1,VERY LOW,4.8,VERY LOW,3.1,VERY LOW,2.0,VERY LOW,1.2,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,97.3,91.7,77.2,61.2,41.5,29.8,TEAM_LEAGUE_3_SEASON_EMPIRICAL,2820,TEN,home,2026_PRE_W1_TEN_SF,,TEN at SF
87,2026,PRE,1,Preseason Week 1,00-0039107,Stetson Bennett,LAR,ACT,3,13.0,"https://static.www.nfl.com/image/upload/f_auto,q_auto/league/yfjtnuglgawtwebozxzq",TEAM_BLEND,30.9,7.06,220.0,0,,,,,,,,,,,,,30.9,7.06,220.0,73.7471664111962,TEAM_PRIOR_NO_NFL_HISTORY,30.9,11.0,AUTO_PRESEASON_USAGE,starter_like,99.0,49.3,35.6,65.6,98.8,132.0,162.1,49.1,COIN FLIP,41.1,COIN FLIP,33.5,LOW,26.4,LOW,20.2,VERY LOW,15.0,VERY LOW,10.7,VERY LOW,7.5,VERY LOW,5.1,VERY LOW,3.3,VERY LOW,2.0,VERY LOW,1.2,VERY LOW,0.7,VERY LOW,0.4,VERY LOW,0.2,VERY LOW,0.1,VERY LOW,0.1,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,0.0,VERY LOW,97.3,91.3,80.7,65.1,44.4,32.1,TEAM_LEAGUE_3_SEASON_EMPIRICAL,3000,KC,away,2026_PRE_W1_LAR_KC,,LAR at KC
